Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"callTestCase(findTestCase(""mobileWeb/_include/goToEnd_stm_autofill""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-09-05 11:04:52,2019-09-05 11:05:49,56.316s,FAILED
,,,,,,,
Test Cases/mobileWeb/stm/Everest,Safari 11,,,2019-09-05 11:05:49,2019-09-05 11:07:48,1m - 59.561s,FAILED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenPath""), [""productLine"":""stm"", ""carrierName"":""Everest""], CONTINUE_ON_FAILURE)",Safari 11,,,2019-09-05 11:05:49,2019-09-05 11:05:49,0.071s,PASSED
i = 0,Safari 11,,,2019-09-05 11:05:49,2019-09-05 11:05:49,0.000s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/openWebSite""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-09-05 11:05:49,2019-09-05 11:06:02,13.228s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/census_stm""), [""zipcode"":""83709""], STOP_ON_FAILURE)",Safari 11,,,2019-09-05 11:06:02,2019-09-05 11:06:23,20.941s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/filter_stm""), [""carrier"":""everest-one""], STOP_ON_FAILURE)",Safari 11,,,2019-09-05 11:06:23,2019-09-05 11:06:32,8.786s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/goToDetail_stm""), [""carrier"":""everest-one""], STOP_ON_FAILURE)",Safari 11,,,2019-09-05 11:06:32,2019-09-05 11:06:41,9.034s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/apply_stm""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-09-05 11:06:41,2019-09-05 11:06:53,12.047s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/goToEnd_stm_autofill""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-09-05 11:06:53,2019-09-05 11:07:48,55.196s,FAILED
,,,,,,,
Test Cases/mobileWeb/stm/Everest Prime,Safari 11,,,2019-09-05 11:07:48,2019-09-05 11:09:34,1m - 45.437s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenPath""), [""productLine"":""stm"", ""carrierName"":""Everest Prime""], CONTINUE_ON_FAILURE)",Safari 11,,,2019-09-05 11:07:49,2019-09-05 11:07:49,0.098s,PASSED
i = 0,Safari 11,,,2019-09-05 11:07:49,2019-09-05 11:07:49,0.001s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/openWebSite""), [:], CONTINUE_ON_FAILURE)",Safari 11,,,2019-09-05 11:07:49,2019-09-05 11:07:58,9.596s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/census_stm""), [:], CONTINUE_ON_FAILURE)",Safari 11,,,2019-09-05 11:07:58,2019-09-05 11:08:13,14.560s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/filter_stm""), [""carrier"":""everest""], STOP_ON_FAILURE)",Safari 11,,,2019-09-05 11:08:13,2019-09-05 11:08:22,8.865s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/goToDetail_stm""), [""carrier"":""everest""], STOP_ON_FAILURE)",Safari 11,,,2019-09-05 11:08:22,2019-09-05 11:08:29,7.002s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/apply_stm""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-09-05 11:08:29,2019-09-05 11:08:38,9.598s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/goToEnd_stm_autofill""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-09-05 11:08:38,2019-09-05 11:09:34,55.471s,PASSED
,,,,,,,
Test Cases/mobileWeb/stm/LifeShield,Safari 11,,,2019-09-05 11:09:34,2019-09-05 11:11:13,1m - 38.727s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenPath""), [""productLine"":""stm"", ""carrierName"":""LifeShield""], CONTINUE_ON_FAILURE)",Safari 11,,,2019-09-05 11:09:34,2019-09-05 11:09:34,0.068s,PASSED
i = 0,Safari 11,,,2019-09-05 11:09:34,2019-09-05 11:09:34,0.000s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/openWebSite""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-09-05 11:09:34,2019-09-05 11:09:42,8.109s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/census_stm""), [""zipcode"":""60602""], STOP_ON_FAILURE)",Safari 11,,,2019-09-05 11:09:42,2019-09-05 11:09:57,15.107s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/filter_stm""), [""carrier"":""lifeshield""], STOP_ON_FAILURE)",Safari 11,,,2019-09-05 11:09:57,2019-09-05 11:10:06,8.458s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/goToDetail_stm""), [""carrier"":""lifeshield""], STOP_ON_FAILURE)",Safari 11,,,2019-09-05 11:10:06,2019-09-05 11:10:13,7.333s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/apply_stm""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-09-05 11:10:13,2019-09-05 11:10:22,9.128s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/goToEnd_stm_autofill""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-09-05 11:10:22,2019-09-05 11:11:13,50.251s,PASSED
,,,,,,,
Test Cases/mobileWeb/stm/NationalGeneral,Safari 11,,,2019-09-05 11:11:13,2019-09-05 11:12:37,1m - 24.207s,FAILED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenPath""), [""productLine"":""stm"", ""carrierName"":""National General""], CONTINUE_ON_FAILURE)",Safari 11,,,2019-09-05 11:11:13,2019-09-05 11:11:13,0.082s,PASSED
i = 0,Safari 11,,,2019-09-05 11:11:13,2019-09-05 11:11:13,0.001s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/openWebSite""), [:], CONTINUE_ON_FAILURE)",Safari 11,,,2019-09-05 11:11:13,2019-09-05 11:11:21,8.419s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/census_stm""), [:], CONTINUE_ON_FAILURE)",Safari 11,,,2019-09-05 11:11:21,2019-09-05 11:11:52,30.933s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/filter_stm""), [""carrier"":""nationalgeneral""], STOP_ON_FAILURE)",Safari 11,,,2019-09-05 11:11:52,2019-09-05 11:12:01,8.899s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/goToDetail_stm""), [""carrier"":""nationalgeneral""], STOP_ON_FAILURE)",Safari 11,,,2019-09-05 11:12:01,2019-09-05 11:12:08,6.991s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/apply_stm""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-09-05 11:12:08,2019-09-05 11:12:19,10.773s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/goToEnd_stm_autofill""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-09-05 11:12:19,2019-09-05 11:12:37,17.829s,FAILED
,,,,,,,
Test Cases/mobileWeb/stm/Aspen,Safari 11,,,2019-09-05 11:12:37,2019-09-05 11:14:17,1m - 40.340s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenPath""), [""productLine"":""stm"", ""carrierName"":""Aspen""], CONTINUE_ON_FAILURE)",Safari 11,,,2019-09-05 11:12:37,2019-09-05 11:12:37,0.068s,PASSED
i = 0,Safari 11,,,2019-09-05 11:12:37,2019-09-05 11:12:37,0.000s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/openWebSite""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-09-05 11:12:37,2019-09-05 11:12:45,8.385s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/census_stm""), [""zipcode"":""60602""], STOP_ON_FAILURE)",Safari 11,,,2019-09-05 11:12:45,2019-09-05 11:13:00,14.337s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/filter_stm""), [""carrier"":""aspen""], STOP_ON_FAILURE)",Safari 11,,,2019-09-05 11:13:00,2019-09-05 11:13:09,9.004s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/goToDetail_stm""), [""carrier"":""aspen""], STOP_ON_FAILURE)",Safari 11,,,2019-09-05 11:13:09,2019-09-05 11:13:18,8.912s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/apply_stm""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-09-05 11:13:18,2019-09-05 11:13:27,8.815s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/goToEnd_stm_autofill""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-09-05 11:13:27,2019-09-05 11:14:17,50.588s,PASSED
