Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
mobileSanity,Safari 12,,2019-01-11 17:10:22,2019-01-11 17:17:56,7m - 33.664s,PASSED
,,,,,,
Test Cases/mobileWeb/stm/Slaico,Safari 12,,2019-01-11 17:10:23,2019-01-11 17:17:55,7m - 32.113s,PASSED
"openBrowser("""")",Safari 12,,2019-01-11 17:10:24,2019-01-11 17:14:47,4m - 22.788s,PASSED
"navigateToUrl(""https://praetemptatus.agilehealthinsurance.com/"")",Safari 12,,2019-01-11 17:14:47,2019-01-11 17:14:59,11.509s,PASSED
"click(findTestObject(""Object Repository/mobileSanity/STM/Page_Find Health Insurance for 2018/a_Quote  Save Today""))",Safari 12,,2019-01-11 17:14:59,2019-01-11 17:15:24,24.898s,PASSED
"setText(findTestObject(""Object Repository/mobileSanity/STM/Page_2018 Health Insurance Get a Sh/input_Location_zip-input""), ""60602"")",Safari 12,,2019-01-11 17:15:24,2019-01-11 17:15:33,9.301s,PASSED
"setText(findTestObject(""Object Repository/mobileSanity/STM/Page_2018 Health Insurance Get a Sh/input_Date of Birth_dob-0""), ""03/03/1987"")",Safari 12,,2019-01-11 17:15:33,2019-01-11 17:15:43,10.257s,PASSED
"click(findTestObject(""Object Repository/mobileSanity/STM/Page_2018 Health Insurance Get a Sh/label_Male""))",Safari 12,,2019-01-11 17:15:43,2019-01-11 17:15:45,1.840s,PASSED
"click(findTestObject(""Object Repository/mobileSanity/STM/Page_2018 Health Insurance Get a Sh/label_Compare Plans""))",Safari 12,,2019-01-11 17:15:45,2019-01-11 17:15:47,1.694s,PASSED
Thread.sleep(4000),Safari 12,,2019-01-11 17:15:47,2019-01-11 17:15:51,4.020s,PASSED
"scrollToElement(findTestObject(""mobileSanity/STM/Page_Short Term Health Insurance Qu/a_Standard Life Select STM Pla""), 1000)",Safari 12,,2019-01-11 17:15:51,2019-01-11 17:15:54,3.038s,PASSED
"click(findTestObject(""Object Repository/mobileSanity/STM/Page_Short Term Health Insurance Qu/a_Standard Life Select STM Pla""))",Safari 12,,2019-01-11 17:15:54,2019-01-11 17:16:02,8.157s,PASSED
Thread.sleep(2000),Safari 12,,2019-01-11 17:16:02,2019-01-11 17:16:04,2.005s,PASSED
"waitForElementVisible(findTestObject(""Object Repository/mobileSanity/STM/Page_Standard Life Select STM Plan/a_Apply for This Plan""), 0)",Safari 12,,2019-01-11 17:16:04,2019-01-11 17:16:05,1.116s,PASSED
"click(findTestObject(""Object Repository/mobileSanity/STM/Page_Standard Life Select STM Plan/a_Apply for This Plan""))",Safari 12,,2019-01-11 17:16:05,2019-01-11 17:16:06,1.043s,PASSED
"waitForElementVisible(findTestObject(""Object Repository/mobileSanity/STM/Page_Standard Life Select STM Plan/a_Start Secure Application""), 0)",Safari 12,,2019-01-11 17:16:06,2019-01-11 17:16:07,1.142s,PASSED
"click(findTestObject(""Object Repository/mobileSanity/STM/Page_Standard Life Select STM Plan/a_Start Secure Application""))",Safari 12,,2019-01-11 17:16:07,2019-01-11 17:16:08,0.703s,PASSED
waitForPageLoad(0),Safari 12,,2019-01-11 17:16:08,2019-01-11 17:16:11,3.407s,PASSED
Thread.sleep(1000),Safari 12,,2019-01-11 17:16:11,2019-01-11 17:16:12,1.002s,PASSED
"click(findTestObject(""Object Repository/mobileSanity/STM/Page_App Page 1 - Standard Life Sel/button_No""))",Safari 12,,2019-01-11 17:16:12,2019-01-11 17:16:15,2.294s,PASSED
"waitForElementVisible(findTestObject(""Object Repository/mobileSanity/STM/Page_App Page 1 - Standard Life Sel/button_No2""), 0)",Safari 12,,2019-01-11 17:16:15,2019-01-11 17:16:17,2.011s,PASSED
"click(findTestObject(""Object Repository/mobileSanity/STM/Page_App Page 1 - Standard Life Sel/button_No2""))",Safari 12,,2019-01-11 17:16:17,2019-01-11 17:16:18,1.442s,PASSED
"waitForElementVisible(findTestObject(""Object Repository/mobileSanity/STM/Page_App Page 1 - Standard Life Sel/button_No3""), 0)",Safari 12,,2019-01-11 17:16:18,2019-01-11 17:16:24,5.830s,PASSED
"click(findTestObject(""Object Repository/mobileSanity/STM/Page_App Page 1 - Standard Life Sel/button_No3""))",Safari 12,,2019-01-11 17:16:24,2019-01-11 17:16:28,3.884s,PASSED
"waitForElementVisible(findTestObject(""Object Repository/mobileSanity/STM/Page_App Page 1 - Standard Life Sel/button_No4""), 0)",Safari 12,,2019-01-11 17:16:28,2019-01-11 17:16:29,1.637s,PASSED
"click(findTestObject(""Object Repository/mobileSanity/STM/Page_App Page 1 - Standard Life Sel/button_No4""))",Safari 12,,2019-01-11 17:16:29,2019-01-11 17:16:31,1.480s,PASSED
"waitForElementVisible(findTestObject(""Object Repository/mobileSanity/STM/Page_App Page 1 - Standard Life Sel/button_No5""), 0)",Safari 12,,2019-01-11 17:16:31,2019-01-11 17:16:32,0.846s,PASSED
"click(findTestObject(""Object Repository/mobileSanity/STM/Page_App Page 1 - Standard Life Sel/button_No5""))",Safari 12,,2019-01-11 17:16:32,2019-01-11 17:16:36,3.823s,PASSED
"waitForElementVisible(findTestObject(""Object Repository/mobileSanity/STM/Page_App Page 1 - Standard Life Sel/button_No6""), 0)",Safari 12,,2019-01-11 17:16:36,2019-01-11 17:16:40,4.930s,PASSED
"click(findTestObject(""Object Repository/mobileSanity/STM/Page_App Page 1 - Standard Life Sel/button_No6""))",Safari 12,,2019-01-11 17:16:40,2019-01-11 17:16:44,3.253s,PASSED
"waitForElementVisible(findTestObject(""Object Repository/mobileSanity/STM/Page_App Page 1 - Standard Life Sel/a_Continue""), 0)",Safari 12,,2019-01-11 17:16:44,2019-01-11 17:16:48,4.264s,PASSED
"click(findTestObject(""Object Repository/mobileSanity/STM/Page_App Page 1 - Standard Life Sel/a_Continue""))",Safari 12,,2019-01-11 17:16:48,2019-01-11 17:16:50,1.603s,PASSED
"click(findTestObject(""Object Repository/mobileSanity/STM/Page_App Page 1 - Standard Life Sel/a_Autofill App Info""))",Safari 12,,2019-01-11 17:16:50,2019-01-11 17:16:51,1.376s,PASSED
Thread.sleep(1000),Safari 12,,2019-01-11 17:16:51,2019-01-11 17:16:52,1.002s,PASSED
"click(findTestObject(""Object Repository/mobileSanity/STM/Page_App Page 2 - Standard Life Sel/a_Continue to Step 3 - Payment""))",Safari 12,,2019-01-11 17:16:52,2019-01-11 17:16:55,3.101s,PASSED
Thread.sleep(2000),Safari 12,,2019-01-11 17:16:55,2019-01-11 17:16:57,2.006s,PASSED
"setText(findTestObject(""mobileSanity/STM/Page_App Page 3 - Standard Life Sel/input__credit-card-cvv""), ""123"")",Safari 12,,2019-01-11 17:16:57,2019-01-11 17:17:05,7.463s,PASSED
"click(findTestObject(""Object Repository/mobileSanity/STM/Page_App Page 3 - Standard Life Sel/label_I Accept Authorization f""))",Safari 12,,2019-01-11 17:17:05,2019-01-11 17:17:08,3.388s,PASSED
"click(findTestObject(""Object Repository/mobileSanity/STM/Page_App Page 3 - Standard Life Sel/a_Continue to Step 4 - Review""))",Safari 12,,2019-01-11 17:17:08,2019-01-11 17:17:12,4.378s,PASSED
"click(findTestObject(""Object Repository/mobileSanity/STM/Page_App Page 4 - Standard Life Sel/label""))",Safari 12,,2019-01-11 17:17:12,2019-01-11 17:17:21,8.598s,PASSED
"click(findTestObject(""Object Repository/mobileSanity/STM/Page_App Page 4 - Standard Life Sel/div_CLICK TO SIGN""))",Safari 12,,2019-01-11 17:17:21,2019-01-11 17:17:25,4.549s,PASSED
"click(findTestObject(""Object Repository/mobileSanity/STM/Page_App Page 4 - Standard Life Sel/a_Submit Your Application""))",Safari 12,,2019-01-11 17:17:25,2019-01-11 17:17:29,3.361s,PASSED
Thread.sleep(2000),Safari 12,,2019-01-11 17:17:29,2019-01-11 17:17:31,2.004s,PASSED
"click(findTestObject(""Object Repository/mobileSanity/STM/Page_App Page 6 - Standard Life Sel/span_Standard Life Select STM""))",Safari 12,,2019-01-11 17:17:31,2019-01-11 17:17:49,18.643s,PASSED
"click(findTestObject(""Object Repository/mobileSanity/STM/Page_App Page 6 - Standard Life Sel/span_approved""))",Safari 12,,2019-01-11 17:17:49,2019-01-11 17:17:52,2.443s,PASSED
