Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
stm,Safari 11,,,2019-07-26 14:53:52,2019-07-26 15:07:22,13m - 30.353s,INCOMPLETE
,,,,,,,
Test Cases/mobileWeb/stm/Slaico,Safari 11,,,2019-07-26 14:53:52,2019-07-26 14:55:37,1m - 44.526s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenPath""), [""productLine"":""stm"", ""carrierName"":""Salico""], CONTINUE_ON_FAILURE)",Safari 11,,,2019-07-26 14:53:53,2019-07-26 14:53:54,0.703s,PASSED
i = 0,Safari 11,,,2019-07-26 14:53:54,2019-07-26 14:53:54,0.002s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/openWebSite""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-07-26 14:53:54,2019-07-26 14:54:04,10.357s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/census_stm""), [""zipcode"":""60602""], STOP_ON_FAILURE)",Safari 11,,,2019-07-26 14:54:04,2019-07-26 14:54:18,13.420s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/filter_stm""), [""carrier"":""slaico""], STOP_ON_FAILURE)",Safari 11,,,2019-07-26 14:54:18,2019-07-26 14:54:27,9.209s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/goToDetail_stm""), [""carrier"":""slaico""], STOP_ON_FAILURE)",Safari 11,,,2019-07-26 14:54:27,2019-07-26 14:54:35,7.990s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/apply_stm""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-07-26 14:54:35,2019-07-26 14:54:46,11.068s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/goToEnd_stm_autofill""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-07-26 14:54:46,2019-07-26 14:55:37,50.495s,PASSED
,,,,,,,
Test Cases/mobileWeb/stm/AdvantHealth,Safari 11,,,2019-07-26 14:55:37,2019-07-26 14:57:37,2m - 0.596s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenPath""), [""productLine"":""stm"", ""carrierName"":""AdvantHealth""], CONTINUE_ON_FAILURE)",Safari 11,,,2019-07-26 14:55:37,2019-07-26 14:55:37,0.075s,PASSED
i = 0,Safari 11,,,2019-07-26 14:55:37,2019-07-26 14:55:37,0.000s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/openWebSite""), [:], CONTINUE_ON_FAILURE)",Safari 11,,,2019-07-26 14:55:37,2019-07-26 14:55:46,9.354s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/census_stm""), [""zipcode"":""35215""], STOP_ON_FAILURE)",Safari 11,,,2019-07-26 14:55:46,2019-07-26 14:56:00,13.770s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/filter_stm""), [""carrier"":""advanthealth""], STOP_ON_FAILURE)",Safari 11,,,2019-07-26 14:56:00,2019-07-26 14:56:08,8.446s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/goToDetail_stm""), [""carrier"":""advanthealth""], STOP_ON_FAILURE)",Safari 11,,,2019-07-26 14:56:08,2019-07-26 14:56:15,7.006s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/apply_stm""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-07-26 14:56:15,2019-07-26 14:56:24,8.587s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/goToEnd_stm_autofill""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-07-26 14:56:24,2019-07-26 14:57:37,1m - 13.153s,PASSED
,,,,,,,
Test Cases/mobileWeb/stm/Companion,Safari 11,,,2019-07-26 14:57:37,2019-07-26 14:59:26,1m - 48.942s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenPath""), [""productLine"":""stm"", ""carrierName"":""Companion""], CONTINUE_ON_FAILURE)",Safari 11,,,2019-07-26 14:57:37,2019-07-26 14:57:37,0.077s,PASSED
i = 0,Safari 11,,,2019-07-26 14:57:37,2019-07-26 14:57:37,0.000s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/openWebSite""), [:], CONTINUE_ON_FAILURE)",Safari 11,,,2019-07-26 14:57:37,2019-07-26 14:57:46,8.990s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/census_stm""), [:], CONTINUE_ON_FAILURE)",Safari 11,,,2019-07-26 14:57:46,2019-07-26 14:58:00,13.824s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/filter_stm""), [""carrier"":""pivotcompanion""], STOP_ON_FAILURE)",Safari 11,,,2019-07-26 14:58:00,2019-07-26 14:58:09,8.405s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/goToDetail_stm""), [""carrier"":""pivot-health-choice""], STOP_ON_FAILURE)",Safari 11,,,2019-07-26 14:58:09,2019-07-26 14:58:15,6.307s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/apply_stm""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-07-26 14:58:15,2019-07-26 14:58:25,10.134s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/goToEnd_stm_autofill""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-07-26 14:58:25,2019-07-26 14:59:26,1m - 1.014s,PASSED
,,,,,,,
