Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Test Cases/mobileWeb/stm/Everest,Safari 11,,,2019-07-26 14:59:26,2019-07-26 15:01:19,1m - 53.019s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenPath""), [""productLine"":""stm"", ""carrierName"":""Everest""], CONTINUE_ON_FAILURE)",Safari 11,,,2019-07-26 14:59:26,2019-07-26 14:59:26,0.073s,PASSED
i = 0,Safari 11,,,2019-07-26 14:59:26,2019-07-26 14:59:26,0.001s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/openWebSite""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-07-26 14:59:26,2019-07-26 14:59:36,9.355s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/census_stm""), [""zipcode"":""83709""], STOP_ON_FAILURE)",Safari 11,,,2019-07-26 14:59:36,2019-07-26 14:59:49,12.919s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/filter_stm""), [""carrier"":""everest-one""], STOP_ON_FAILURE)",Safari 11,,,2019-07-26 14:59:49,2019-07-26 14:59:57,8.484s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/goToDetail_stm""), [""carrier"":""everest-one""], STOP_ON_FAILURE)",Safari 11,,,2019-07-26 14:59:57,2019-07-26 15:00:03,6.315s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/apply_stm""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-07-26 15:00:03,2019-07-26 15:00:20,16.068s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/goToEnd_stm_autofill""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-07-26 15:00:20,2019-07-26 15:01:19,59.603s,PASSED
,,,,,,,
Test Cases/mobileWeb/stm/Everest Prime,Safari 11,,,2019-07-26 15:01:19,2019-07-26 15:03:06,1m - 46.761s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenPath""), [""productLine"":""stm"", ""carrierName"":""Everest Prime""], CONTINUE_ON_FAILURE)",Safari 11,,,2019-07-26 15:01:19,2019-07-26 15:01:19,0.071s,PASSED
i = 0,Safari 11,,,2019-07-26 15:01:19,2019-07-26 15:01:19,0.000s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/openWebSite""), [:], CONTINUE_ON_FAILURE)",Safari 11,,,2019-07-26 15:01:19,2019-07-26 15:01:29,9.747s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/census_stm""), [:], CONTINUE_ON_FAILURE)",Safari 11,,,2019-07-26 15:01:29,2019-07-26 15:01:41,11.590s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/filter_stm""), [""carrier"":""everest""], STOP_ON_FAILURE)",Safari 11,,,2019-07-26 15:01:41,2019-07-26 15:01:49,8.380s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/goToDetail_stm""), [""carrier"":""everest""], STOP_ON_FAILURE)",Safari 11,,,2019-07-26 15:01:49,2019-07-26 15:01:57,7.562s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/apply_stm""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-07-26 15:01:57,2019-07-26 15:02:09,12.384s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/goToEnd_stm_autofill""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-07-26 15:02:09,2019-07-26 15:03:06,56.847s,PASSED
,,,,,,,
Test Cases/mobileWeb/stm/LifeShield,Safari 11,,,2019-07-26 15:03:06,2019-07-26 15:04:49,1m - 42.693s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenPath""), [""productLine"":""stm"", ""carrierName"":""LifeShield""], CONTINUE_ON_FAILURE)",Safari 11,,,2019-07-26 15:03:06,2019-07-26 15:03:06,0.069s,PASSED
i = 0,Safari 11,,,2019-07-26 15:03:06,2019-07-26 15:03:06,0.000s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/openWebSite""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-07-26 15:03:06,2019-07-26 15:03:16,10.075s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/census_stm""), [""zipcode"":""60602""], STOP_ON_FAILURE)",Safari 11,,,2019-07-26 15:03:16,2019-07-26 15:03:26,10.181s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/filter_stm""), [""carrier"":""lifeshield""], STOP_ON_FAILURE)",Safari 11,,,2019-07-26 15:03:26,2019-07-26 15:03:35,8.256s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/goToDetail_stm""), [""carrier"":""lifeshield""], STOP_ON_FAILURE)",Safari 11,,,2019-07-26 15:03:35,2019-07-26 15:03:42,7.245s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/apply_stm""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-07-26 15:03:42,2019-07-26 15:03:58,16.450s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/goToEnd_stm_autofill""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-07-26 15:03:58,2019-07-26 15:04:49,50.182s,PASSED
,,,,,,,
Test Cases/mobileWeb/stm/NationalGeneral,Safari 11,,,2019-07-26 15:04:49,2019-07-26 15:07:22,2m - 33.395s,FAILED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenPath""), [""productLine"":""stm"", ""carrierName"":""National General""], CONTINUE_ON_FAILURE)",Safari 11,,,2019-07-26 15:04:49,2019-07-26 15:04:49,0.066s,PASSED
i = 0,Safari 11,,,2019-07-26 15:04:49,2019-07-26 15:04:49,0.000s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/openWebSite""), [:], CONTINUE_ON_FAILURE)",Safari 11,,,2019-07-26 15:04:49,2019-07-26 15:04:58,8.867s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/census_stm""), [:], CONTINUE_ON_FAILURE)",Safari 11,,,2019-07-26 15:04:58,2019-07-26 15:05:10,11.856s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/filter_stm""), [""carrier"":""nationalgeneral""], STOP_ON_FAILURE)",Safari 11,,,2019-07-26 15:05:10,2019-07-26 15:05:18,8.430s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/goToDetail_stm""), [""carrier"":""nationalgeneral""], STOP_ON_FAILURE)",Safari 11,,,2019-07-26 15:05:18,2019-07-26 15:05:25,6.984s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/apply_stm""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-07-26 15:05:25,2019-07-26 15:05:34,9.135s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/goToEnd_stm_autofill""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-07-26 15:05:34,2019-07-26 15:07:22,1m - 47.872s,FAILED
