Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
mobileSanity,Safari 12,,2019-01-16 18:55:38,2019-01-16 19:00:16,4m - 37.494s,FAILED
,,,,,,
Test Cases/mobileWeb/stm/LifeShield,Safari 12,,2019-01-16 18:55:39,2019-01-16 19:00:15,4m - 35.870s,FAILED
"openBrowser("""")",Safari 12,,2019-01-16 18:55:40,2019-01-16 18:56:26,45.562s,PASSED
"navigateToUrl(""https://praetemptatus.agilehealthinsurance.com/"")",Safari 12,,2019-01-16 18:56:26,2019-01-16 18:56:37,10.993s,PASSED
"click(findTestObject(""mobileSanity/STM/Home Page/a_Quote  Save Today""))",Safari 12,,2019-01-16 18:56:37,2019-01-16 18:56:44,7.219s,PASSED
"setText(findTestObject(""mobileSanity/STM/STM Census Page/input_Location_zip-input""), ""60602"")",Safari 12,,2019-01-16 18:56:44,2019-01-16 18:56:50,5.530s,PASSED
"setText(findTestObject(""mobileSanity/STM/STM Census Page/input_Date of Birth_dob-0""), ""03/03/1987"")",Safari 12,,2019-01-16 18:56:50,2019-01-16 18:56:55,5.700s,PASSED
"click(findTestObject(""mobileSanity/STM/STM Census Page/label_Male""))",Safari 12,,2019-01-16 18:56:55,2019-01-16 18:57:03,7.519s,PASSED
"click(findTestObject(""mobileSanity/STM/STM Census Page/label_Compare Plans""))",Safari 12,,2019-01-16 18:57:03,2019-01-16 18:57:06,3.237s,PASSED
Thread.sleep(4000),Safari 12,,2019-01-16 18:57:06,2019-01-16 18:57:10,4.012s,PASSED
"scrollToElement(findTestObject(""mobileSanity/STM/STM Quote Page/a_Standard Life Select STM Pla""), 1000)",Safari 12,,2019-01-16 18:57:10,2019-01-16 18:57:11,0.741s,PASSED
"click(findTestObject(""Object Repository/Page_Short Term Health Insurance Qu/a_LifeShield Flex 5K208K750K""))",Safari 12,,2019-01-16 18:57:11,2019-01-16 18:57:12,1.191s,PASSED
Thread.sleep(2000),Safari 12,,2019-01-16 18:57:12,2019-01-16 18:57:14,2.006s,PASSED
"waitForElementVisible(findTestObject(""mobileSanity/STM/STM PlanDetail Page/a_Apply for This Plan""), 0)",Safari 12,,2019-01-16 18:57:14,2019-01-16 18:57:15,0.703s,PASSED
"click(findTestObject(""mobileSanity/STM/STM PlanDetail Page/a_Apply for This Plan""))",Safari 12,,2019-01-16 18:57:15,2019-01-16 18:57:16,1.288s,PASSED
"click(findTestObject(""mobileSanity/STM/STM Apply Page/span_ Add""))",Safari 12,,2019-01-16 18:57:16,2019-01-16 18:57:18,1.881s,PASSED
"waitForElementVisible(findTestObject(""mobileSanity/STM/STM Apply Page/a_Start Secure Application""), 0)",Safari 12,,2019-01-16 18:57:18,2019-01-16 18:57:19,1.066s,PASSED
"click(findTestObject(""mobileSanity/STM/STM Apply Page/a_Start Secure Application""))",Safari 12,,2019-01-16 18:57:19,2019-01-16 18:57:20,0.794s,PASSED
waitForPageLoad(0),Safari 12,,2019-01-16 18:57:20,2019-01-16 18:57:21,1.042s,PASSED
Thread.sleep(1000),Safari 12,,2019-01-16 18:57:21,2019-01-16 18:57:22,1.005s,PASSED
"click(findTestObject(""mobileSanity/STM/Page_App Page 1/button_No""))",Safari 12,,2019-01-16 18:57:22,2019-01-16 18:57:28,5.702s,PASSED
