Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
stm,Safari 11,,,2019-07-26 14:19:13,2019-07-26 14:29:48,10m - 34.459s,INCOMPLETE
,,,,,,,
Test Cases/mobileWeb/stm/Slaico,Safari 11,,,2019-07-26 14:19:14,2019-07-26 14:20:40,1m - 26.776s,FAILED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenPath""), [""productLine"":""stm"", ""carrierName"":""Salico""], CONTINUE_ON_FAILURE)",Safari 11,,,2019-07-26 14:19:15,2019-07-26 14:19:15,0.692s,PASSED
i = 0,Safari 11,,,2019-07-26 14:19:15,2019-07-26 14:19:15,0.003s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/openWebSite""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-07-26 14:19:15,2019-07-26 14:19:27,12.025s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/census_stm""), [""zipcode"":""60602""], STOP_ON_FAILURE)",Safari 11,,,2019-07-26 14:19:27,2019-07-26 14:19:40,12.962s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/filter_stm""), [""carrier"":""slaico""], STOP_ON_FAILURE)",Safari 11,,,2019-07-26 14:19:40,2019-07-26 14:19:49,8.927s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/goToDetail_stm""), [""carrier"":""slaico""], STOP_ON_FAILURE)",Safari 11,,,2019-07-26 14:19:49,2019-07-26 14:19:57,7.835s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/apply_stm""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-07-26 14:19:57,2019-07-26 14:20:07,10.253s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/goToEnd_stm_autofill""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-07-26 14:20:07,2019-07-26 14:20:40,32.895s,FAILED
,,,,,,,
Test Cases/mobileWeb/stm/AdvantHealth,Safari 11,,,2019-07-26 14:20:40,2019-07-26 14:22:24,1m - 43.412s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenPath""), [""productLine"":""stm"", ""carrierName"":""AdvantHealth""], CONTINUE_ON_FAILURE)",Safari 11,,,2019-07-26 14:20:41,2019-07-26 14:20:41,0.079s,PASSED
i = 0,Safari 11,,,2019-07-26 14:20:41,2019-07-26 14:20:41,0.001s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/openWebSite""), [:], CONTINUE_ON_FAILURE)",Safari 11,,,2019-07-26 14:20:41,2019-07-26 14:20:51,10.130s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/census_stm""), [""zipcode"":""35215""], STOP_ON_FAILURE)",Safari 11,,,2019-07-26 14:20:51,2019-07-26 14:21:01,9.968s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/filter_stm""), [""carrier"":""advanthealth""], STOP_ON_FAILURE)",Safari 11,,,2019-07-26 14:21:01,2019-07-26 14:21:09,8.505s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/goToDetail_stm""), [""carrier"":""advanthealth""], STOP_ON_FAILURE)",Safari 11,,,2019-07-26 14:21:09,2019-07-26 14:21:16,7.023s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/apply_stm""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-07-26 14:21:16,2019-07-26 14:21:26,9.977s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/goToEnd_stm_autofill""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-07-26 14:21:26,2019-07-26 14:22:24,57.496s,PASSED
,,,,,,,
Test Cases/mobileWeb/stm/Companion,Safari 11,,,2019-07-26 14:22:24,2019-07-26 14:23:46,1m - 22.147s,FAILED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenPath""), [""productLine"":""stm"", ""carrierName"":""Companion""], CONTINUE_ON_FAILURE)",Safari 11,,,2019-07-26 14:22:24,2019-07-26 14:22:24,0.074s,PASSED
i = 0,Safari 11,,,2019-07-26 14:22:24,2019-07-26 14:22:24,0.001s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/openWebSite""), [:], CONTINUE_ON_FAILURE)",Safari 11,,,2019-07-26 14:22:24,2019-07-26 14:22:34,9.524s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/census_stm""), [:], CONTINUE_ON_FAILURE)",Safari 11,,,2019-07-26 14:22:34,2019-07-26 14:22:48,14.490s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/filter_stm""), [""carrier"":""pivotcompanion""], STOP_ON_FAILURE)",Safari 11,,,2019-07-26 14:22:48,2019-07-26 14:22:56,8.313s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/goToDetail_stm""), [""carrier"":""pivot-health-choice""], STOP_ON_FAILURE)",Safari 11,,,2019-07-26 14:22:56,2019-07-26 14:23:04,7.294s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/apply_stm""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-07-26 14:23:04,2019-07-26 14:23:13,9.323s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/goToEnd_stm_autofill""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-07-26 14:23:13,2019-07-26 14:23:46,32.789s,FAILED
,,,,,,,
Test Cases/mobileWeb/stm/Everest,Safari 11,,,2019-07-26 14:23:46,2019-07-26 14:25:09,1m - 23.015s,FAILED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenPath""), [""productLine"":""stm"", ""carrierName"":""Everest""], CONTINUE_ON_FAILURE)",Safari 11,,,2019-07-26 14:23:46,2019-07-26 14:23:46,0.074s,PASSED
i = 0,Safari 11,,,2019-07-26 14:23:46,2019-07-26 14:23:46,0.001s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/openWebSite""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-07-26 14:23:46,2019-07-26 14:23:54,7.909s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/census_stm""), [""zipcode"":""83709""], STOP_ON_FAILURE)",Safari 11,,,2019-07-26 14:23:54,2019-07-26 14:24:08,14.180s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/filter_stm""), [""carrier"":""everest-one""], STOP_ON_FAILURE)",Safari 11,,,2019-07-26 14:24:08,2019-07-26 14:24:17,8.359s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/goToDetail_stm""), [""carrier"":""everest-one""], STOP_ON_FAILURE)",Safari 11,,,2019-07-26 14:24:17,2019-07-26 14:24:24,7.644s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/apply_stm""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-07-26 14:24:24,2019-07-26 14:24:35,11.010s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/goToEnd_stm_autofill""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-07-26 14:24:35,2019-07-26 14:25:09,33.590s,FAILED
,,,,,,,
Test Cases/mobileWeb/stm/Everest Prime,Safari 11,,,2019-07-26 14:25:09,2019-07-26 14:26:29,1m - 19.928s,FAILED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenPath""), [""productLine"":""stm"", ""carrierName"":""Everest Prime""], CONTINUE_ON_FAILURE)",Safari 11,,,2019-07-26 14:25:09,2019-07-26 14:25:09,0.074s,PASSED
i = 0,Safari 11,,,2019-07-26 14:25:09,2019-07-26 14:25:09,0.000s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/openWebSite""), [:], CONTINUE_ON_FAILURE)",Safari 11,,,2019-07-26 14:25:09,2019-07-26 14:25:18,8.609s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/census_stm""), [:], CONTINUE_ON_FAILURE)",Safari 11,,,2019-07-26 14:25:18,2019-07-26 14:25:30,11.916s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/filter_stm""), [""carrier"":""everest""], STOP_ON_FAILURE)",Safari 11,,,2019-07-26 14:25:30,2019-07-26 14:25:38,8.420s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/goToDetail_stm""), [""carrier"":""everest""], STOP_ON_FAILURE)",Safari 11,,,2019-07-26 14:25:38,2019-07-26 14:25:45,7.023s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/apply_stm""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-07-26 14:25:45,2019-07-26 14:25:55,10.104s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/goToEnd_stm_autofill""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-07-26 14:25:55,2019-07-26 14:26:29,33.425s,FAILED
,,,,,,,
Test Cases/mobileWeb/stm/LifeShield,Safari 11,,,2019-07-26 14:26:29,2019-07-26 14:28:28,1m - 58.974s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenPath""), [""productLine"":""stm"", ""carrierName"":""LifeShield""], CONTINUE_ON_FAILURE)",Safari 11,,,2019-07-26 14:26:29,2019-07-26 14:26:29,0.068s,PASSED
i = 0,Safari 11,,,2019-07-26 14:26:29,2019-07-26 14:26:29,0.000s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/openWebSite""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-07-26 14:26:29,2019-07-26 14:26:38,8.777s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/census_stm""), [""zipcode"":""60602""], STOP_ON_FAILURE)",Safari 11,,,2019-07-26 14:26:38,2019-07-26 14:26:50,12.454s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/filter_stm""), [""carrier"":""lifeshield""], STOP_ON_FAILURE)",Safari 11,,,2019-07-26 14:26:50,2019-07-26 14:26:59,8.457s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/goToDetail_stm""), [""carrier"":""lifeshield""], STOP_ON_FAILURE)",Safari 11,,,2019-07-26 14:26:59,2019-07-26 14:27:06,7.086s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/apply_stm""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-07-26 14:27:06,2019-07-26 14:27:17,10.919s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/goToEnd_stm_autofill""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-07-26 14:27:17,2019-07-26 14:28:28,1m - 10.952s,PASSED
,,,,,,,
Test Cases/mobileWeb/stm/NationalGeneral,Safari 11,,,2019-07-26 14:28:28,2019-07-26 14:29:48,1m - 19.806s,FAILED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenPath""), [""productLine"":""stm"", ""carrierName"":""National General""], CONTINUE_ON_FAILURE)",Safari 11,,,2019-07-26 14:28:28,2019-07-26 14:28:28,0.072s,PASSED
i = 0,Safari 11,,,2019-07-26 14:28:28,2019-07-26 14:28:28,0.000s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/openWebSite""), [:], CONTINUE_ON_FAILURE)",Safari 11,,,2019-07-26 14:28:28,2019-07-26 14:28:36,7.328s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/census_stm""), [:], CONTINUE_ON_FAILURE)",Safari 11,,,2019-07-26 14:28:36,2019-07-26 14:28:47,11.002s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/filter_stm""), [""carrier"":""nationalgeneral""], STOP_ON_FAILURE)",Safari 11,,,2019-07-26 14:28:47,2019-07-26 14:28:55,8.368s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/goToDetail_stm""), [""carrier"":""nationalgeneral""], STOP_ON_FAILURE)",Safari 11,,,2019-07-26 14:28:55,2019-07-26 14:29:02,7.060s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/apply_stm""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-07-26 14:29:02,2019-07-26 14:29:11,9.245s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/goToEnd_stm_autofill""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-07-26 14:29:11,2019-07-26 14:29:48,36.280s,FAILED
