Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
hbi,Safari 11,hbi flow,2019-07-22 11:35:46,2019-07-22 11:47:34,11m - 47.437s,PASSED
,,,,,,
Test Cases/mobileWeb/HBI/Agile One,Safari 11,Agile One application flow,2019-07-22 11:35:47,2019-07-22 11:38:12,2m - 25.668s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenPath""), [""productLine"":""hbi"", ""carrierName"":""Agile One""], CONTINUE_ON_FAILURE)",Safari 11,,2019-07-22 11:35:48,2019-07-22 11:35:49,0.939s,PASSED
i = 0,Safari 11,,2019-07-22 11:35:49,2019-07-22 11:35:49,0.002s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/openWebSite""), [:], CONTINUE_ON_FAILURE)",Safari 11,,2019-07-22 11:35:49,2019-07-22 11:36:15,26.716s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/census_hbi""), [:], CONTINUE_ON_FAILURE)",Safari 11,,2019-07-22 11:36:15,2019-07-22 11:36:33,17.447s,PASSED
Thread.sleep(5000),Safari 11,,2019-07-22 11:36:33,2019-07-22 11:36:38,5.001s,PASSED
"scrollToPosition(200, 2300)",Safari 11,,2019-07-22 11:36:38,2019-07-22 11:36:38,0.088s,PASSED
"click(findTestObject(""mobileSanity/HBI/quote/a_Agile One 750""))",Safari 11,,2019-07-22 11:36:38,2019-07-22 11:36:45,6.996s,PASSED
waitForPageLoad(10),Safari 11,,2019-07-22 11:36:45,2019-07-22 11:36:45,0.140s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenshot""), [:], STOP_ON_FAILURE)",Safari 11,,2019-07-22 11:36:45,2019-07-22 11:36:47,2.253s,PASSED
"click(findTestObject(""mobileSanity/HBI/detail/a_Apply for This Plan""))",Safari 11,,2019-07-22 11:36:47,2019-07-22 11:36:49,2.037s,PASSED
waitForPageLoad(10),Safari 11,,2019-07-22 11:36:49,2019-07-22 11:36:49,0.086s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenshot""), [:], STOP_ON_FAILURE)",Safari 11,,2019-07-22 11:36:49,2019-07-22 11:36:52,2.147s,PASSED
"click(findTestObject(""mobileSanity/HBI/Page_Apply/span_Start Secure Application""))",Safari 11,,2019-07-22 11:36:52,2019-07-22 11:36:53,1.783s,PASSED
waitForPageLoad(10),Safari 11,,2019-07-22 11:36:53,2019-07-22 11:36:55,1.228s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenshot""), [:], STOP_ON_FAILURE)",Safari 11,,2019-07-22 11:36:55,2019-07-22 11:36:55,0.801s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/goToEnd_hbi""), [""carrier"":""agileone""], CONTINUE_ON_FAILURE)",Safari 11,,2019-07-22 11:36:55,2019-07-22 11:38:12,1m - 17.002s,PASSED
,,,,,,
Test Cases/mobileWeb/HBI/Legion Limited Medical,Safari 11,Axis Legion application flow,2019-07-22 11:38:12,2019-07-22 11:40:07,1m - 54.426s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenPath""), [""productLine"":""hbi"", ""carrierName"":""Legion Limited Medical""], CONTINUE_ON_FAILURE)",Safari 11,,2019-07-22 11:38:13,2019-07-22 11:38:13,0.085s,PASSED
i = 0,Safari 11,,2019-07-22 11:38:13,2019-07-22 11:38:13,0.001s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/openWebSite""), [:], CONTINUE_ON_FAILURE)",Safari 11,,2019-07-22 11:38:13,2019-07-22 11:38:24,11.207s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/census_hbi""), [:], CONTINUE_ON_FAILURE)",Safari 11,,2019-07-22 11:38:24,2019-07-22 11:38:40,16.214s,PASSED
"click(findTestObject(""mobileSanity/HBI/quote/a_Legion Limited Medical 500""))",Safari 11,,2019-07-22 11:38:40,2019-07-22 11:38:44,3.476s,PASSED
waitForPageLoad(10),Safari 11,,2019-07-22 11:38:44,2019-07-22 11:38:45,1.354s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenshot""), [:], STOP_ON_FAILURE)",Safari 11,,2019-07-22 11:38:45,2019-07-22 11:38:46,0.855s,PASSED
"click(findTestObject(""mobileSanity/HBI/detail/a_Apply for This Plan""))",Safari 11,,2019-07-22 11:38:46,2019-07-22 11:38:49,2.676s,PASSED
waitForPageLoad(10),Safari 11,,2019-07-22 11:38:49,2019-07-22 11:38:49,0.215s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenshot""), [:], STOP_ON_FAILURE)",Safari 11,,2019-07-22 11:38:49,2019-07-22 11:38:51,2.220s,PASSED
"click(findTestObject(""mobileSanity/HBI/Page_Apply/span_Start Secure Application""))",Safari 11,,2019-07-22 11:38:51,2019-07-22 11:38:54,2.695s,PASSED
waitForPageLoad(10),Safari 11,,2019-07-22 11:38:54,2019-07-22 11:38:54,0.031s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenshot""), [:], STOP_ON_FAILURE)",Safari 11,,2019-07-22 11:38:54,2019-07-22 11:38:55,0.850s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/goToEnd_hbi""), [""carrier"":""legionlimitedmedical""], CONTINUE_ON_FAILURE)",Safari 11,,2019-07-22 11:38:55,2019-07-22 11:40:07,1m - 12.335s,PASSED
,,,,,,
Test Cases/mobileWeb/HBI/Cardinal Choice,Safari 11,Cardinal Choice application flow,2019-07-22 11:40:07,2019-07-22 11:41:57,1m - 50.390s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenPath""), [""productLine"":""hbi"", ""carrierName"":""Cardinal Choice""], CONTINUE_ON_FAILURE)",Safari 11,,2019-07-22 11:40:07,2019-07-22 11:40:07,0.073s,PASSED
i = 0,Safari 11,,2019-07-22 11:40:07,2019-07-22 11:40:07,0.001s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/openWebSite""), [:], CONTINUE_ON_FAILURE)",Safari 11,,2019-07-22 11:40:07,2019-07-22 11:40:15,8.002s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/census_hbi""), [:], CONTINUE_ON_FAILURE)",Safari 11,,2019-07-22 11:40:15,2019-07-22 11:40:30,14.472s,PASSED
Thread.sleep(5000),Safari 11,,2019-07-22 11:40:30,2019-07-22 11:40:35,5.000s,PASSED
"scrollToPosition(200, 2300)",Safari 11,,2019-07-22 11:40:35,2019-07-22 11:40:35,0.020s,PASSED
"click(findTestObject(""mobileSanity/HBI/quote/a_Cardinal Choice""))",Safari 11,,2019-07-22 11:40:35,2019-07-22 11:40:40,5.404s,PASSED
waitForPageLoad(10),Safari 11,,2019-07-22 11:40:40,2019-07-22 11:40:41,0.960s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenshot""), [:], STOP_ON_FAILURE)",Safari 11,,2019-07-22 11:40:41,2019-07-22 11:40:42,1.197s,PASSED
"click(findTestObject(""mobileSanity/HBI/detail/a_Apply for This Plan""))",Safari 11,,2019-07-22 11:40:42,2019-07-22 11:40:44,1.311s,PASSED
waitForPageLoad(10),Safari 11,,2019-07-22 11:40:44,2019-07-22 11:40:45,1.701s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenshot""), [:], STOP_ON_FAILURE)",Safari 11,,2019-07-22 11:40:45,2019-07-22 11:40:46,0.782s,PASSED
"click(findTestObject(""mobileSanity/HBI/Page_Apply/span_Start Secure Application""))",Safari 11,,2019-07-22 11:40:46,2019-07-22 11:40:48,2.399s,PASSED
waitForPageLoad(10),Safari 11,,2019-07-22 11:40:48,2019-07-22 11:40:48,0.026s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenshot""), [:], STOP_ON_FAILURE)",Safari 11,,2019-07-22 11:40:48,2019-07-22 11:40:50,1.649s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/goToEnd_hbi""), [""carrier"":""cardinalchoice""], CONTINUE_ON_FAILURE)",Safari 11,,2019-07-22 11:40:50,2019-07-22 11:41:57,1m - 7.180s,PASSED
,,,,,,
Test Cases/mobileWeb/HBI/Core Shield,Safari 11,Core Shield application flow,2019-07-22 11:41:57,2019-07-22 11:44:02,2m - 4.943s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenPath""), [""productLine"":""hbi"", ""carrierName"":""Core Shield""], CONTINUE_ON_FAILURE)",Safari 11,,2019-07-22 11:41:57,2019-07-22 11:41:58,0.069s,PASSED
i = 0,Safari 11,,2019-07-22 11:41:58,2019-07-22 11:41:58,0.001s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/openWebSite""), [:], CONTINUE_ON_FAILURE)",Safari 11,,2019-07-22 11:41:58,2019-07-22 11:42:09,11.124s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/census_hbi""), [:], CONTINUE_ON_FAILURE)",Safari 11,,2019-07-22 11:42:09,2019-07-22 11:42:24,15.743s,PASSED
Thread.sleep(5000),Safari 11,,2019-07-22 11:42:24,2019-07-22 11:42:29,5.001s,PASSED
"scrollToPosition(200, 2300)",Safari 11,,2019-07-22 11:42:29,2019-07-22 11:42:29,0.048s,PASSED
"click(findTestObject(""mobileSanity/HBI/quote/a_Core Shield""))",Safari 11,,2019-07-22 11:42:29,2019-07-22 11:42:38,8.428s,PASSED
waitForPageLoad(10),Safari 11,,2019-07-22 11:42:38,2019-07-22 11:42:39,0.837s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenshot""), [:], STOP_ON_FAILURE)",Safari 11,,2019-07-22 11:42:39,2019-07-22 11:42:40,1.228s,PASSED
"click(findTestObject(""mobileSanity/HBI/detail/a_Apply for This Plan""))",Safari 11,,2019-07-22 11:42:40,2019-07-22 11:42:43,3.140s,PASSED
waitForPageLoad(10),Safari 11,,2019-07-22 11:42:43,2019-07-22 11:42:43,0.079s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenshot""), [:], STOP_ON_FAILURE)",Safari 11,,2019-07-22 11:42:43,2019-07-22 11:42:46,2.657s,PASSED
"click(findTestObject(""mobileSanity/HBI/Page_Apply/span_Start Secure Application""))",Safari 11,,2019-07-22 11:42:46,2019-07-22 11:42:48,2.138s,PASSED
waitForPageLoad(10),Safari 11,,2019-07-22 11:42:48,2019-07-22 11:42:48,0.187s,PASSED
