Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
stm,Safari 11,,2019-12-29 08:09:25,2019-12-29 08:20:42,11m - 17.340s,FAILED
,,,,,,
Test Cases/AHI/stm/AdvantHealth,Safari 11,,2019-12-29 08:09:25,2019-12-29 08:11:21,1m - 55.789s,FAILED
"callTestCase(findTestCase(""AHI/_include/get_screenPath""), [""productLine"":""stm"", ""carrierName"":""AdvantHealth""], CONTINUE_ON_FAILURE)",Safari 11,,2019-12-29 08:09:25,2019-12-29 08:09:26,0.750s,PASSED
i = 0,Safari 11,,2019-12-29 08:09:26,2019-12-29 08:09:26,0.001s,PASSED
"callTestCase(findTestCase(""AHI/_include/openWebSite""), [:], CONTINUE_ON_FAILURE)",Safari 11,,2019-12-29 08:09:26,2019-12-29 08:09:35,8.622s,PASSED
"callTestCase(findTestCase(""AHI/_include/census_stm""), [""zipcode"":""35215""], STOP_ON_FAILURE)",Safari 11,,2019-12-29 08:09:35,2019-12-29 08:09:54,19.138s,PASSED
"callTestCase(findTestCase(""AHI/_include/filter_stm""), [""carrier"":""advanthealth""], STOP_ON_FAILURE)",Safari 11,,2019-12-29 08:09:54,2019-12-29 08:10:03,9.069s,PASSED
"callTestCase(findTestCase(""AHI/_include/goToDetail_stm""), [""carrier"":""advanthealth""], STOP_ON_FAILURE)",Safari 11,,2019-12-29 08:10:03,2019-12-29 08:10:09,5.757s,PASSED
"callTestCase(findTestCase(""AHI/_include/apply_stm""), [:], STOP_ON_FAILURE)",Safari 11,,2019-12-29 08:10:09,2019-12-29 08:10:16,7.497s,PASSED
"callTestCase(findTestCase(""AHI/_include/goToEnd_stm_autofill""), [:], STOP_ON_FAILURE)",Safari 11,,2019-12-29 08:10:16,2019-12-29 08:11:21,1m - 4.515s,FAILED
,,,,,,
Test Cases/AHI/stm/Aspen,Safari 11,,2019-12-29 08:11:21,2019-12-29 08:13:01,1m - 40.216s,FAILED
"callTestCase(findTestCase(""AHI/_include/get_screenPath""), [""productLine"":""stm"", ""carrierName"":""Aspen""], CONTINUE_ON_FAILURE)",Safari 11,,2019-12-29 08:11:21,2019-12-29 08:11:21,0.075s,PASSED
i = 0,Safari 11,,2019-12-29 08:11:21,2019-12-29 08:11:21,0.000s,PASSED
"callTestCase(findTestCase(""AHI/_include/openWebSite""), [:], STOP_ON_FAILURE)",Safari 11,,2019-12-29 08:11:21,2019-12-29 08:11:29,7.997s,PASSED
"callTestCase(findTestCase(""AHI/_include/census_stm""), [""zipcode"":""60602""], STOP_ON_FAILURE)",Safari 11,,2019-12-29 08:11:29,2019-12-29 08:11:45,15.758s,PASSED
"callTestCase(findTestCase(""AHI/_include/filter_stm""), [""carrier"":""aspen""], STOP_ON_FAILURE)",Safari 11,,2019-12-29 08:11:45,2019-12-29 08:11:52,6.838s,PASSED
"callTestCase(findTestCase(""AHI/_include/goToDetail_stm""), [""carrier"":""aspen""], STOP_ON_FAILURE)",Safari 11,,2019-12-29 08:11:52,2019-12-29 08:11:56,4.400s,PASSED
"callTestCase(findTestCase(""AHI/_include/apply_stm""), [:], STOP_ON_FAILURE)",Safari 11,,2019-12-29 08:11:56,2019-12-29 08:12:05,8.563s,PASSED
"callTestCase(findTestCase(""AHI/_include/goToEnd_stm_autofill""), [:], STOP_ON_FAILURE)",Safari 11,,2019-12-29 08:12:05,2019-12-29 08:13:01,56.435s,FAILED
,,,,,,
Test Cases/AHI/stm/Companion,Safari 11,,2019-12-29 08:13:01,2019-12-29 08:14:53,1m - 51.603s,FAILED
