Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"callTestCase(findTestCase(""mobileWeb/_include/goToEnd_stm_autofill""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-08-20 15:59:24,2019-08-20 16:00:25,1m - 0.524s,PASSED
,,,,,,,
Test Cases/mobileWeb/stm/Companion,Safari 11,,,2019-08-20 16:00:25,2019-08-20 16:02:17,1m - 52.272s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenPath""), [""productLine"":""stm"", ""carrierName"":""Companion""], CONTINUE_ON_FAILURE)",Safari 11,,,2019-08-20 16:00:25,2019-08-20 16:00:25,0.122s,PASSED
i = 0,Safari 11,,,2019-08-20 16:00:25,2019-08-20 16:00:25,0.001s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/openWebSite""), [:], CONTINUE_ON_FAILURE)",Safari 11,,,2019-08-20 16:00:25,2019-08-20 16:00:36,10.724s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/census_stm""), [:], CONTINUE_ON_FAILURE)",Safari 11,,,2019-08-20 16:00:36,2019-08-20 16:00:53,16.804s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/filter_stm""), [""carrier"":""pivotcompanion""], STOP_ON_FAILURE)",Safari 11,,,2019-08-20 16:00:53,2019-08-20 16:01:01,8.449s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/goToDetail_stm""), [""carrier"":""pivot-health-choice""], STOP_ON_FAILURE)",Safari 11,,,2019-08-20 16:01:01,2019-08-20 16:01:08,6.884s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/apply_stm""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-08-20 16:01:08,2019-08-20 16:01:18,9.311s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/goToEnd_stm_autofill""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-08-20 16:01:18,2019-08-20 16:02:17,59.541s,PASSED
,,,,,,,
Test Cases/mobileWeb/stm/Everest,Safari 11,,,2019-08-20 16:02:17,2019-08-20 16:03:57,1m - 39.444s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenPath""), [""productLine"":""stm"", ""carrierName"":""Everest""], CONTINUE_ON_FAILURE)",Safari 11,,,2019-08-20 16:02:17,2019-08-20 16:02:17,0.085s,PASSED
i = 0,Safari 11,,,2019-08-20 16:02:17,2019-08-20 16:02:17,0.001s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/openWebSite""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-08-20 16:02:17,2019-08-20 16:02:26,8.097s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/census_stm""), [""zipcode"":""83709""], STOP_ON_FAILURE)",Safari 11,,,2019-08-20 16:02:26,2019-08-20 16:02:38,12.764s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/filter_stm""), [""carrier"":""everest-one""], STOP_ON_FAILURE)",Safari 11,,,2019-08-20 16:02:38,2019-08-20 16:02:47,8.522s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/goToDetail_stm""), [""carrier"":""everest-one""], STOP_ON_FAILURE)",Safari 11,,,2019-08-20 16:02:47,2019-08-20 16:02:56,9.221s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/apply_stm""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-08-20 16:02:56,2019-08-20 16:03:06,9.988s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/goToEnd_stm_autofill""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-08-20 16:03:06,2019-08-20 16:03:57,50.590s,PASSED
,,,,,,,
Test Cases/mobileWeb/stm/Everest Prime,Safari 11,,,2019-08-20 16:03:57,2019-08-20 16:05:36,1m - 39.365s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenPath""), [""productLine"":""stm"", ""carrierName"":""Everest Prime""], CONTINUE_ON_FAILURE)",Safari 11,,,2019-08-20 16:03:57,2019-08-20 16:03:57,0.069s,PASSED
i = 0,Safari 11,,,2019-08-20 16:03:57,2019-08-20 16:03:57,0.000s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/openWebSite""), [:], CONTINUE_ON_FAILURE)",Safari 11,,,2019-08-20 16:03:57,2019-08-20 16:04:04,7.539s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/census_stm""), [:], CONTINUE_ON_FAILURE)",Safari 11,,,2019-08-20 16:04:04,2019-08-20 16:04:18,14.003s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/filter_stm""), [""carrier"":""everest""], STOP_ON_FAILURE)",Safari 11,,,2019-08-20 16:04:18,2019-08-20 16:04:27,9.023s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/goToDetail_stm""), [""carrier"":""everest""], STOP_ON_FAILURE)",Safari 11,,,2019-08-20 16:04:27,2019-08-20 16:04:36,8.356s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/apply_stm""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-08-20 16:04:36,2019-08-20 16:04:46,10.219s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/goToEnd_stm_autofill""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-08-20 16:04:46,2019-08-20 16:05:36,49.977s,PASSED
,,,,,,,
Test Cases/mobileWeb/stm/LifeShield,Safari 11,,,2019-08-20 16:05:36,2019-08-20 16:07:16,1m - 40.199s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenPath""), [""productLine"":""stm"", ""carrierName"":""LifeShield""], CONTINUE_ON_FAILURE)",Safari 11,,,2019-08-20 16:05:36,2019-08-20 16:05:36,0.067s,PASSED
i = 0,Safari 11,,,2019-08-20 16:05:36,2019-08-20 16:05:36,0.001s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/openWebSite""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-08-20 16:05:36,2019-08-20 16:05:45,8.381s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/census_stm""), [""zipcode"":""60602""], STOP_ON_FAILURE)",Safari 11,,,2019-08-20 16:05:45,2019-08-20 16:05:59,14.637s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/filter_stm""), [""carrier"":""lifeshield""], STOP_ON_FAILURE)",Safari 11,,,2019-08-20 16:05:59,2019-08-20 16:06:08,9.105s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/goToDetail_stm""), [""carrier"":""lifeshield""], STOP_ON_FAILURE)",Safari 11,,,2019-08-20 16:06:08,2019-08-20 16:06:16,7.339s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/apply_stm""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-08-20 16:06:16,2019-08-20 16:06:26,10.016s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/goToEnd_stm_autofill""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-08-20 16:06:26,2019-08-20 16:07:16,50.383s,PASSED
,,,,,,,
Test Cases/mobileWeb/stm/NationalGeneral,Safari 11,,,2019-08-20 16:07:16,2019-08-20 16:09:55,2m - 38.588s,FAILED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenPath""), [""productLine"":""stm"", ""carrierName"":""National General""], CONTINUE_ON_FAILURE)",Safari 11,,,2019-08-20 16:07:17,2019-08-20 16:07:17,0.073s,PASSED
i = 0,Safari 11,,,2019-08-20 16:07:17,2019-08-20 16:07:17,0.001s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/openWebSite""), [:], CONTINUE_ON_FAILURE)",Safari 11,,,2019-08-20 16:07:17,2019-08-20 16:07:26,9.057s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/census_stm""), [:], CONTINUE_ON_FAILURE)",Safari 11,,,2019-08-20 16:07:26,2019-08-20 16:07:40,13.977s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/filter_stm""), [""carrier"":""nationalgeneral""], STOP_ON_FAILURE)",Safari 11,,,2019-08-20 16:07:40,2019-08-20 16:07:48,8.635s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/goToDetail_stm""), [""carrier"":""nationalgeneral""], STOP_ON_FAILURE)",Safari 11,,,2019-08-20 16:07:48,2019-08-20 16:07:55,6.998s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/apply_stm""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-08-20 16:07:55,2019-08-20 16:08:04,8.727s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/goToEnd_stm_autofill""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-08-20 16:08:04,2019-08-20 16:09:55,1m - 50.780s,FAILED
,,,,,,,
Test Cases/mobileWeb/stm/Aspen,Safari 11,,,2019-08-20 16:09:55,2019-08-20 16:11:32,1m - 37.166s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenPath""), [""productLine"":""stm"", ""carrierName"":""Aspen""], CONTINUE_ON_FAILURE)",Safari 11,,,2019-08-20 16:09:55,2019-08-20 16:09:55,0.083s,PASSED
i = 0,Safari 11,,,2019-08-20 16:09:55,2019-08-20 16:09:55,0.001s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/openWebSite""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-08-20 16:09:55,2019-08-20 16:10:04,8.717s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/census_stm""), [""zipcode"":""60602""], STOP_ON_FAILURE)",Safari 11,,,2019-08-20 16:10:04,2019-08-20 16:10:17,13.373s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/filter_stm""), [""carrier"":""aspen""], STOP_ON_FAILURE)",Safari 11,,,2019-08-20 16:10:17,2019-08-20 16:10:26,8.450s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/goToDetail_stm""), [""carrier"":""aspen""], STOP_ON_FAILURE)",Safari 11,,,2019-08-20 16:10:26,2019-08-20 16:10:33,7.208s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/apply_stm""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-08-20 16:10:33,2019-08-20 16:10:42,8.872s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/goToEnd_stm_autofill""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-08-20 16:10:42,2019-08-20 16:11:32,50.265s,PASSED
