Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
HP,,,2019-12-24 08:00:41,2019-12-24 08:00:44,3.283s,ERROR
,,,,,,
Test Cases/HP/ACA/ACA,,,2019-12-24 08:00:42,2019-12-24 08:00:43,1.851s,ERROR
now = new java.util.Date(),,,2019-12-24 08:00:43,2019-12-24 08:00:43,0.006s,PASSED
"mydate = now.format(""yyyyMMdd_HHmmss"")",,,2019-12-24 08:00:43,2019-12-24 08:00:43,0.003s,PASSED
i = 0,,,2019-12-24 08:00:43,2019-12-24 08:00:43,0.025s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenPath""), [""productLine"":""HP"", ""carrierName"":""ACA""], CONTINUE_ON_FAILURE)",,,2019-12-24 08:00:43,2019-12-24 08:00:43,0.027s,ERROR
,,,,,,
Test Cases/HP/Home/Home,,,2019-12-24 08:00:43,2019-12-24 08:00:44,0.173s,ERROR
now = new java.util.Date(),,,2019-12-24 08:00:44,2019-12-24 08:00:44,0.001s,PASSED
"mydate = now.format(""yyyyMMdd_HHmmss"")",,,2019-12-24 08:00:44,2019-12-24 08:00:44,0.001s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenPath""), [""productLine"":""HP"", ""carrierName"":""home""], CONTINUE_ON_FAILURE)",,,2019-12-24 08:00:44,2019-12-24 08:00:44,0.004s,ERROR
,,,,,,
Test Cases/HP/Medicare/Medicare,,,2019-12-24 08:00:44,2019-12-24 08:00:44,0.294s,ERROR
now = new java.util.Date(),,,2019-12-24 08:00:44,2019-12-24 08:00:44,0.002s,PASSED
"mydate = now.format(""yyyyMMdd_HHmmss"")",,,2019-12-24 08:00:44,2019-12-24 08:00:44,0.007s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenPath""), [""productLine"":""HP"", ""carrierName"":""Medicare""], CONTINUE_ON_FAILURE)",,,2019-12-24 08:00:44,2019-12-24 08:00:44,0.004s,ERROR
,,,,,,
Test Cases/HP/Short Term/STM,,,2019-12-24 08:00:44,2019-12-24 08:00:44,0.289s,ERROR
now = new java.util.Date(),,,2019-12-24 08:00:44,2019-12-24 08:00:44,0.001s,PASSED
"mydate = now.format(""yyyyMMdd_HHmmss"")",,,2019-12-24 08:00:44,2019-12-24 08:00:44,0.002s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenPath""), [""productLine"":""HP"", ""carrierName"":""STM""], CONTINUE_ON_FAILURE)",,,2019-12-24 08:00:44,2019-12-24 08:00:44,0.003s,ERROR
