Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"callTestCase(findTestCase(""mobileWeb/_include/census_stm""), [""zipcode"":""35215""], STOP_ON_FAILURE)",Safari 11,,,2019-08-05 13:16:08,2019-08-05 13:16:23,15.543s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/filter_stm""), [""carrier"":""advanthealth""], STOP_ON_FAILURE)",Safari 11,,,2019-08-05 13:16:23,2019-08-05 13:16:32,8.849s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/goToDetail_stm""), [""carrier"":""advanthealth""], STOP_ON_FAILURE)",Safari 11,,,2019-08-05 13:16:32,2019-08-05 13:16:40,7.489s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/apply_stm""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-08-05 13:16:40,2019-08-05 13:16:50,10.664s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/goToEnd_stm_autofill""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-08-05 13:16:50,2019-08-05 13:17:30,39.203s,FAILED
,,,,,,,
Test Cases/mobileWeb/stm/Companion,Safari 11,,,2019-08-05 13:17:30,2019-08-05 13:19:23,1m - 53.064s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenPath""), [""productLine"":""stm"", ""carrierName"":""Companion""], CONTINUE_ON_FAILURE)",Safari 11,,,2019-08-05 13:17:30,2019-08-05 13:17:30,0.067s,PASSED
i = 0,Safari 11,,,2019-08-05 13:17:30,2019-08-05 13:17:30,0.000s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/openWebSite""), [:], CONTINUE_ON_FAILURE)",Safari 11,,,2019-08-05 13:17:30,2019-08-05 13:17:41,10.499s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/census_stm""), [:], CONTINUE_ON_FAILURE)",Safari 11,,,2019-08-05 13:17:41,2019-08-05 13:17:56,15.259s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/filter_stm""), [""carrier"":""pivotcompanion""], STOP_ON_FAILURE)",Safari 11,,,2019-08-05 13:17:56,2019-08-05 13:18:04,8.500s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/goToDetail_stm""), [""carrier"":""pivot-health-choice""], STOP_ON_FAILURE)",Safari 11,,,2019-08-05 13:18:04,2019-08-05 13:18:12,7.597s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/apply_stm""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-08-05 13:18:12,2019-08-05 13:18:23,10.864s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/goToEnd_stm_autofill""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-08-05 13:18:23,2019-08-05 13:19:23,1m - 0.060s,PASSED
,,,,,,,
Test Cases/mobileWeb/stm/Everest,Safari 11,,,2019-08-05 13:19:23,2019-08-05 13:21:05,1m - 42.294s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenPath""), [""productLine"":""stm"", ""carrierName"":""Everest""], CONTINUE_ON_FAILURE)",Safari 11,,,2019-08-05 13:19:23,2019-08-05 13:19:23,0.071s,PASSED
i = 0,Safari 11,,,2019-08-05 13:19:23,2019-08-05 13:19:23,0.001s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/openWebSite""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-08-05 13:19:23,2019-08-05 13:19:32,9.062s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/census_stm""), [""zipcode"":""83709""], STOP_ON_FAILURE)",Safari 11,,,2019-08-05 13:19:32,2019-08-05 13:19:46,14.241s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/filter_stm""), [""carrier"":""everest-one""], STOP_ON_FAILURE)",Safari 11,,,2019-08-05 13:19:46,2019-08-05 13:19:55,8.380s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/goToDetail_stm""), [""carrier"":""everest-one""], STOP_ON_FAILURE)",Safari 11,,,2019-08-05 13:19:55,2019-08-05 13:20:04,9.122s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/apply_stm""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-08-05 13:20:04,2019-08-05 13:20:15,11.286s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/goToEnd_stm_autofill""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-08-05 13:20:15,2019-08-05 13:21:05,49.883s,PASSED
,,,,,,,
Test Cases/mobileWeb/stm/Everest Prime,Safari 11,,,2019-08-05 13:21:05,2019-08-05 13:22:51,1m - 45.409s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenPath""), [""productLine"":""stm"", ""carrierName"":""Everest Prime""], CONTINUE_ON_FAILURE)",Safari 11,,,2019-08-05 13:21:05,2019-08-05 13:21:05,0.067s,PASSED
i = 0,Safari 11,,,2019-08-05 13:21:05,2019-08-05 13:21:05,0.001s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/openWebSite""), [:], CONTINUE_ON_FAILURE)",Safari 11,,,2019-08-05 13:21:05,2019-08-05 13:21:17,11.690s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/census_stm""), [:], CONTINUE_ON_FAILURE)",Safari 11,,,2019-08-05 13:21:17,2019-08-05 13:21:33,16.379s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/filter_stm""), [""carrier"":""everest""], STOP_ON_FAILURE)",Safari 11,,,2019-08-05 13:21:33,2019-08-05 13:21:42,8.609s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/goToDetail_stm""), [""carrier"":""everest""], STOP_ON_FAILURE)",Safari 11,,,2019-08-05 13:21:42,2019-08-05 13:21:49,6.471s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/apply_stm""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-08-05 13:21:49,2019-08-05 13:22:00,11.714s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/goToEnd_stm_autofill""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-08-05 13:22:00,2019-08-05 13:22:51,50.275s,PASSED
,,,,,,,
Test Cases/mobileWeb/stm/LifeShield,Safari 11,,,2019-08-05 13:22:51,2019-08-05 13:24:37,1m - 46.432s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenPath""), [""productLine"":""stm"", ""carrierName"":""LifeShield""], CONTINUE_ON_FAILURE)",Safari 11,,,2019-08-05 13:22:51,2019-08-05 13:22:51,0.065s,PASSED
i = 0,Safari 11,,,2019-08-05 13:22:51,2019-08-05 13:22:51,0.000s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/openWebSite""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-08-05 13:22:51,2019-08-05 13:23:00,9.460s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/census_stm""), [""zipcode"":""60602""], STOP_ON_FAILURE)",Safari 11,,,2019-08-05 13:23:00,2019-08-05 13:23:15,15.100s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/filter_stm""), [""carrier"":""lifeshield""], STOP_ON_FAILURE)",Safari 11,,,2019-08-05 13:23:15,2019-08-05 13:23:24,8.490s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/goToDetail_stm""), [""carrier"":""lifeshield""], STOP_ON_FAILURE)",Safari 11,,,2019-08-05 13:23:24,2019-08-05 13:23:31,7.492s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/apply_stm""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-08-05 13:23:31,2019-08-05 13:23:42,10.926s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/goToEnd_stm_autofill""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-08-05 13:23:42,2019-08-05 13:24:37,54.662s,PASSED
,,,,,,,
Test Cases/mobileWeb/stm/NationalGeneral,Safari 11,,,2019-08-05 13:24:37,2019-08-05 13:26:15,1m - 37.594s,FAILED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenPath""), [""productLine"":""stm"", ""carrierName"":""National General""], CONTINUE_ON_FAILURE)",Safari 11,,,2019-08-05 13:24:37,2019-08-05 13:24:37,0.071s,PASSED
i = 0,Safari 11,,,2019-08-05 13:24:37,2019-08-05 13:24:37,0.000s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/openWebSite""), [:], CONTINUE_ON_FAILURE)",Safari 11,,,2019-08-05 13:24:37,2019-08-05 13:24:47,9.773s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/census_stm""), [:], CONTINUE_ON_FAILURE)",Safari 11,,,2019-08-05 13:24:47,2019-08-05 13:25:05,17.472s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/filter_stm""), [""carrier"":""nationalgeneral""], STOP_ON_FAILURE)",Safari 11,,,2019-08-05 13:25:05,2019-08-05 13:25:13,8.408s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/goToDetail_stm""), [""carrier"":""nationalgeneral""], STOP_ON_FAILURE)",Safari 11,,,2019-08-05 13:25:13,2019-08-05 13:25:23,10.413s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/apply_stm""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-08-05 13:25:23,2019-08-05 13:25:32,9.134s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/goToEnd_stm_autofill""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-08-05 13:25:32,2019-08-05 13:26:15,42.112s,FAILED
