Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
stm,Safari 11,,,2019-08-05 13:14:03,2019-08-05 13:26:15,12m - 11.844s,INCOMPLETE
,,,,,,,
Test Cases/mobileWeb/stm/Slaico,Safari 11,,,2019-08-05 13:14:03,2019-08-05 13:15:58,1m - 54.624s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenPath""), [""productLine"":""stm"", ""carrierName"":""Salico""], CONTINUE_ON_FAILURE)",Safari 11,,,2019-08-05 13:14:04,2019-08-05 13:14:05,0.675s,PASSED
i = 0,Safari 11,,,2019-08-05 13:14:05,2019-08-05 13:14:05,0.001s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/openWebSite""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-08-05 13:14:05,2019-08-05 13:14:17,11.590s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/census_stm""), [""zipcode"":""60602""], STOP_ON_FAILURE)",Safari 11,,,2019-08-05 13:14:17,2019-08-05 13:14:38,21.656s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/filter_stm""), [""carrier"":""slaico""], STOP_ON_FAILURE)",Safari 11,,,2019-08-05 13:14:38,2019-08-05 13:14:47,9.251s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/goToDetail_stm""), [""carrier"":""slaico""], STOP_ON_FAILURE)",Safari 11,,,2019-08-05 13:14:47,2019-08-05 13:14:56,8.377s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/apply_stm""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-08-05 13:14:56,2019-08-05 13:15:06,10.333s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/goToEnd_stm_autofill""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-08-05 13:15:06,2019-08-05 13:15:58,51.564s,PASSED
,,,,,,,
Test Cases/mobileWeb/stm/AdvantHealth,Safari 11,,,2019-08-05 13:15:58,2019-08-05 13:17:30,1m - 32.033s,FAILED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenPath""), [""productLine"":""stm"", ""carrierName"":""AdvantHealth""], CONTINUE_ON_FAILURE)",Safari 11,,,2019-08-05 13:15:58,2019-08-05 13:15:58,0.073s,PASSED
i = 0,Safari 11,,,2019-08-05 13:15:58,2019-08-05 13:15:58,0.001s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/openWebSite""), [:], CONTINUE_ON_FAILURE)",Safari 11,,,2019-08-05 13:15:58,2019-08-05 13:16:08,9.832s,PASSED
