Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"callTestCase(findTestCase(""AHI/_include/apply_stm""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-12-06 16:46:53,2019-12-06 16:47:03,9.596s,PASSED
"callTestCase(findTestCase(""AHI/_include/goToEnd_stm_autofill""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-12-06 16:47:03,2019-12-06 16:47:59,55.894s,PASSED
,,,,,,,
Test Cases/AHI/stm/Companion,Safari 11,,,2019-12-06 16:47:59,2019-12-06 16:50:25,2m - 26.085s,PASSED
"callTestCase(findTestCase(""AHI/_include/get_screenPath""), [""productLine"":""stm"", ""carrierName"":""Companion""], CONTINUE_ON_FAILURE)",Safari 11,,,2019-12-06 16:47:59,2019-12-06 16:47:59,0.106s,PASSED
i = 0,Safari 11,,,2019-12-06 16:47:59,2019-12-06 16:47:59,0.001s,PASSED
"callTestCase(findTestCase(""AHI/_include/openWebSite""), [:], CONTINUE_ON_FAILURE)",Safari 11,,,2019-12-06 16:47:59,2019-12-06 16:48:11,12.096s,PASSED
"callTestCase(findTestCase(""AHI/_include/census_stm""), [:], CONTINUE_ON_FAILURE)",Safari 11,,,2019-12-06 16:48:11,2019-12-06 16:48:47,36.031s,PASSED
"callTestCase(findTestCase(""AHI/_include/filter_stm""), [""carrier"":""pivotcompanion""], STOP_ON_FAILURE)",Safari 11,,,2019-12-06 16:48:47,2019-12-06 16:48:55,7.517s,PASSED
"callTestCase(findTestCase(""AHI/_include/goToDetail_stm""), [""carrier"":""pivot-health-choice""], STOP_ON_FAILURE)",Safari 11,,,2019-12-06 16:48:55,2019-12-06 16:49:03,8.172s,PASSED
"callTestCase(findTestCase(""AHI/_include/apply_stm""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-12-06 16:49:03,2019-12-06 16:49:16,13.477s,PASSED
"callTestCase(findTestCase(""AHI/_include/goToEnd_stm_autofill""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-12-06 16:49:16,2019-12-06 16:50:25,1m - 8.288s,PASSED
,,,,,,,
Test Cases/AHI/stm/Everest Prime,Safari 11,,,2019-12-06 16:50:25,2019-12-06 16:52:39,2m - 14.118s,PASSED
"callTestCase(findTestCase(""AHI/_include/get_screenPath""), [""productLine"":""stm"", ""carrierName"":""Everest Prime""], CONTINUE_ON_FAILURE)",Safari 11,,,2019-12-06 16:50:25,2019-12-06 16:50:25,0.087s,PASSED
i = 0,Safari 11,,,2019-12-06 16:50:25,2019-12-06 16:50:25,0.001s,PASSED
"callTestCase(findTestCase(""AHI/_include/openWebSite""), [:], CONTINUE_ON_FAILURE)",Safari 11,,,2019-12-06 16:50:25,2019-12-06 16:50:34,9.163s,PASSED
"callTestCase(findTestCase(""AHI/_include/census_stm""), [:], CONTINUE_ON_FAILURE)",Safari 11,,,2019-12-06 16:50:34,2019-12-06 16:51:12,37.249s,PASSED
"callTestCase(findTestCase(""AHI/_include/filter_stm""), [""carrier"":""everest""], STOP_ON_FAILURE)",Safari 11,,,2019-12-06 16:51:12,2019-12-06 16:51:20,8.068s,PASSED
"callTestCase(findTestCase(""AHI/_include/goToDetail_stm""), [""carrier"":""everest""], STOP_ON_FAILURE)",Safari 11,,,2019-12-06 16:51:20,2019-12-06 16:51:26,5.942s,PASSED
"callTestCase(findTestCase(""AHI/_include/apply_stm""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-12-06 16:51:26,2019-12-06 16:51:40,13.939s,PASSED
"callTestCase(findTestCase(""AHI/_include/goToEnd_stm_autofill""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-12-06 16:51:40,2019-12-06 16:52:39,59.220s,PASSED
,,,,,,,
Test Cases/AHI/stm/Everest,Safari 11,,,2019-12-06 16:52:39,2019-12-06 16:54:33,1m - 54.252s,PASSED
"callTestCase(findTestCase(""AHI/_include/get_screenPath""), [""productLine"":""stm"", ""carrierName"":""Everest""], CONTINUE_ON_FAILURE)",Safari 11,,,2019-12-06 16:52:39,2019-12-06 16:52:39,0.078s,PASSED
i = 0,Safari 11,,,2019-12-06 16:52:39,2019-12-06 16:52:39,0.000s,PASSED
"callTestCase(findTestCase(""AHI/_include/openWebSite""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-12-06 16:52:39,2019-12-06 16:52:47,8.109s,PASSED
"callTestCase(findTestCase(""AHI/_include/census_stm""), [""zipcode"":""83709""], STOP_ON_FAILURE)",Safari 11,,,2019-12-06 16:52:47,2019-12-06 16:53:11,24.049s,PASSED
"callTestCase(findTestCase(""AHI/_include/filter_stm""), [""carrier"":""everest-one""], STOP_ON_FAILURE)",Safari 11,,,2019-12-06 16:53:11,2019-12-06 16:53:19,7.820s,PASSED
"callTestCase(findTestCase(""AHI/_include/goToDetail_stm""), [""carrier"":""everest-one""], STOP_ON_FAILURE)",Safari 11,,,2019-12-06 16:53:19,2019-12-06 16:53:27,7.716s,PASSED
"callTestCase(findTestCase(""AHI/_include/apply_stm""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-12-06 16:53:27,2019-12-06 16:53:37,10.124s,PASSED
"callTestCase(findTestCase(""AHI/_include/goToEnd_stm_autofill""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-12-06 16:53:37,2019-12-06 16:54:33,56.008s,PASSED
,,,,,,,
Test Cases/AHI/stm/LifeShield,Safari 11,,,2019-12-06 16:54:33,2019-12-06 16:57:00,2m - 26.971s,PASSED
"callTestCase(findTestCase(""AHI/_include/get_screenPath""), [""productLine"":""stm"", ""carrierName"":""LifeShield""], CONTINUE_ON_FAILURE)",Safari 11,,,2019-12-06 16:54:33,2019-12-06 16:54:33,0.078s,PASSED
i = 0,Safari 11,,,2019-12-06 16:54:33,2019-12-06 16:54:33,0.000s,PASSED
"callTestCase(findTestCase(""AHI/_include/openWebSite""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-12-06 16:54:33,2019-12-06 16:54:44,10.304s,PASSED
"callTestCase(findTestCase(""AHI/_include/census_stm""), [""zipcode"":""19120""], STOP_ON_FAILURE)",Safari 11,,,2019-12-06 16:54:44,2019-12-06 16:55:21,37.001s,PASSED
"callTestCase(findTestCase(""AHI/_include/filter_stm""), [""carrier"":""lifeshield""], STOP_ON_FAILURE)",Safari 11,,,2019-12-06 16:55:21,2019-12-06 16:55:28,7.092s,PASSED
"callTestCase(findTestCase(""AHI/_include/goToDetail_stm""), [""carrier"":""lifeshield""], STOP_ON_FAILURE)",Safari 11,,,2019-12-06 16:55:28,2019-12-06 16:55:42,14.246s,PASSED
"callTestCase(findTestCase(""AHI/_include/apply_stm""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-12-06 16:55:42,2019-12-06 16:55:51,9.371s,PASSED
"callTestCase(findTestCase(""AHI/_include/goToEnd_stm_autofill""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-12-06 16:55:51,2019-12-06 16:57:00,1m - 8.556s,PASSED
,,,,,,,
Test Cases/AHI/stm/NationalGeneral,Safari 11,,,2019-12-06 16:57:00,2019-12-06 16:59:15,2m - 14.871s,PASSED
"callTestCase(findTestCase(""AHI/_include/get_screenPath""), [""productLine"":""stm"", ""carrierName"":""National General""], CONTINUE_ON_FAILURE)",Safari 11,,,2019-12-06 16:57:00,2019-12-06 16:57:00,0.068s,PASSED
i = 0,Safari 11,,,2019-12-06 16:57:00,2019-12-06 16:57:00,0.000s,PASSED
"callTestCase(findTestCase(""AHI/_include/openWebSite""), [:], CONTINUE_ON_FAILURE)",Safari 11,,,2019-12-06 16:57:00,2019-12-06 16:57:08,7.852s,PASSED
"callTestCase(findTestCase(""AHI/_include/census_stm""), [:], CONTINUE_ON_FAILURE)",Safari 11,,,2019-12-06 16:57:08,2019-12-06 16:57:43,35.365s,PASSED
"callTestCase(findTestCase(""AHI/_include/filter_stm""), [""carrier"":""nationalgeneral""], STOP_ON_FAILURE)",Safari 11,,,2019-12-06 16:57:43,2019-12-06 16:57:53,9.566s,PASSED
"callTestCase(findTestCase(""AHI/_include/goToDetail_stm""), [""carrier"":""nationalgeneral""], STOP_ON_FAILURE)",Safari 11,,,2019-12-06 16:57:53,2019-12-06 16:58:00,6.543s,PASSED
"callTestCase(findTestCase(""AHI/_include/apply_stm""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-12-06 16:58:00,2019-12-06 16:58:10,10.677s,PASSED
"callTestCase(findTestCase(""AHI/_include/goToEnd_stm_autofill""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-12-06 16:58:10,2019-12-06 16:59:15,1m - 4.590s,PASSED
,,,,,,,
Test Cases/AHI/stm/Slaico,Safari 11,,,2019-12-06 16:59:15,2019-12-06 17:01:35,2m - 19.892s,PASSED
"callTestCase(findTestCase(""AHI/_include/get_screenPath""), [""productLine"":""stm"", ""carrierName"":""Salico""], CONTINUE_ON_FAILURE)",Safari 11,,,2019-12-06 16:59:15,2019-12-06 16:59:16,0.078s,PASSED
i = 0,Safari 11,,,2019-12-06 16:59:16,2019-12-06 16:59:16,0.000s,PASSED
"callTestCase(findTestCase(""AHI/_include/openWebSite""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-12-06 16:59:16,2019-12-06 16:59:23,7.668s,PASSED
"callTestCase(findTestCase(""AHI/_include/census_stm""), [""zipcode"":""60602""], STOP_ON_FAILURE)",Safari 11,,,2019-12-06 16:59:23,2019-12-06 17:00:04,40.634s,PASSED
"callTestCase(findTestCase(""AHI/_include/filter_stm""), [""carrier"":""slaico""], STOP_ON_FAILURE)",Safari 11,,,2019-12-06 17:00:04,2019-12-06 17:00:11,7.490s,PASSED
"callTestCase(findTestCase(""AHI/_include/goToDetail_stm""), [""carrier"":""slaico""], STOP_ON_FAILURE)",Safari 11,,,2019-12-06 17:00:11,2019-12-06 17:00:26,14.853s,PASSED
"callTestCase(findTestCase(""AHI/_include/apply_stm""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-12-06 17:00:26,2019-12-06 17:00:36,9.915s,PASSED
"callTestCase(findTestCase(""AHI/_include/goToEnd_stm_autofill""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-12-06 17:00:36,2019-12-06 17:01:35,58.650s,PASSED
