Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"callTestCase(findTestCase(""mobileWeb/_include/get_screenPath""), [""productLine"":""stm"", ""carrierName"":""Everest""], CONTINUE_ON_FAILURE)",Safari 11,,,2019-09-05 13:55:03,2019-09-05 13:55:03,0.074s,PASSED
i = 0,Safari 11,,,2019-09-05 13:55:03,2019-09-05 13:55:03,0.000s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/openWebSite""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-09-05 13:55:03,2019-09-05 13:55:12,9.106s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/census_stm""), [""zipcode"":""83709""], STOP_ON_FAILURE)",Safari 11,,,2019-09-05 13:55:12,2019-09-05 13:55:25,12.789s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/filter_stm""), [""carrier"":""everest-one""], STOP_ON_FAILURE)",Safari 11,,,2019-09-05 13:55:25,2019-09-05 13:55:33,8.443s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/goToDetail_stm""), [""carrier"":""everest-one""], STOP_ON_FAILURE)",Safari 11,,,2019-09-05 13:55:33,2019-09-05 13:55:40,7.046s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/apply_stm""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-09-05 13:55:40,2019-09-05 13:55:49,8.982s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/goToEnd_stm_autofill""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-09-05 13:55:49,2019-09-05 13:56:40,51.023s,PASSED
,,,,,,,
Test Cases/mobileWeb/stm/Everest Prime,Safari 11,,,2019-09-05 13:56:40,2019-09-05 13:58:22,1m - 41.719s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenPath""), [""productLine"":""stm"", ""carrierName"":""Everest Prime""], CONTINUE_ON_FAILURE)",Safari 11,,,2019-09-05 13:56:40,2019-09-05 13:56:41,0.070s,PASSED
i = 0,Safari 11,,,2019-09-05 13:56:41,2019-09-05 13:56:41,0.000s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/openWebSite""), [:], CONTINUE_ON_FAILURE)",Safari 11,,,2019-09-05 13:56:41,2019-09-05 13:56:49,8.226s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/census_stm""), [:], CONTINUE_ON_FAILURE)",Safari 11,,,2019-09-05 13:56:49,2019-09-05 13:57:05,16.709s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/filter_stm""), [""carrier"":""everest""], STOP_ON_FAILURE)",Safari 11,,,2019-09-05 13:57:05,2019-09-05 13:57:14,8.819s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/goToDetail_stm""), [""carrier"":""everest""], STOP_ON_FAILURE)",Safari 11,,,2019-09-05 13:57:14,2019-09-05 13:57:21,7.020s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/apply_stm""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-09-05 13:57:21,2019-09-05 13:57:31,9.776s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/goToEnd_stm_autofill""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-09-05 13:57:31,2019-09-05 13:58:22,50.838s,PASSED
,,,,,,,
Test Cases/mobileWeb/stm/LifeShield,Safari 11,,,2019-09-05 13:58:22,2019-09-05 14:00:04,1m - 41.855s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenPath""), [""productLine"":""stm"", ""carrierName"":""LifeShield""], CONTINUE_ON_FAILURE)",Safari 11,,,2019-09-05 13:58:22,2019-09-05 13:58:22,0.065s,PASSED
i = 0,Safari 11,,,2019-09-05 13:58:22,2019-09-05 13:58:22,0.001s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/openWebSite""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-09-05 13:58:22,2019-09-05 13:58:31,8.591s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/census_stm""), [""zipcode"":""60602""], STOP_ON_FAILURE)",Safari 11,,,2019-09-05 13:58:31,2019-09-05 13:58:46,15.198s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/filter_stm""), [""carrier"":""lifeshield""], STOP_ON_FAILURE)",Safari 11,,,2019-09-05 13:58:46,2019-09-05 13:58:55,8.545s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/goToDetail_stm""), [""carrier"":""lifeshield""], STOP_ON_FAILURE)",Safari 11,,,2019-09-05 13:58:55,2019-09-05 13:59:02,7.251s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/apply_stm""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-09-05 13:59:02,2019-09-05 13:59:14,11.784s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/goToEnd_stm_autofill""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-09-05 13:59:14,2019-09-05 14:00:04,50.148s,PASSED
,,,,,,,
Test Cases/mobileWeb/stm/NationalGeneral,Safari 11,,,2019-09-05 14:00:04,2019-09-05 14:01:49,1m - 44.830s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenPath""), [""productLine"":""stm"", ""carrierName"":""National General""], CONTINUE_ON_FAILURE)",Safari 11,,,2019-09-05 14:00:04,2019-09-05 14:00:04,0.071s,PASSED
i = 0,Safari 11,,,2019-09-05 14:00:04,2019-09-05 14:00:04,0.000s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/openWebSite""), [:], CONTINUE_ON_FAILURE)",Safari 11,,,2019-09-05 14:00:04,2019-09-05 14:00:13,8.554s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/census_stm""), [:], CONTINUE_ON_FAILURE)",Safari 11,,,2019-09-05 14:00:13,2019-09-05 14:00:26,13.826s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/filter_stm""), [""carrier"":""nationalgeneral""], STOP_ON_FAILURE)",Safari 11,,,2019-09-05 14:00:26,2019-09-05 14:00:35,8.609s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/goToDetail_stm""), [""carrier"":""nationalgeneral""], STOP_ON_FAILURE)",Safari 11,,,2019-09-05 14:00:35,2019-09-05 14:00:42,7.425s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/apply_stm""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-09-05 14:00:42,2019-09-05 14:00:51,8.821s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/goToEnd_stm_autofill""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-09-05 14:00:51,2019-09-05 14:01:49,57.327s,PASSED
,,,,,,,
Test Cases/mobileWeb/stm/Aspen,Safari 11,,,2019-09-05 14:01:49,2019-09-05 14:03:43,1m - 54.300s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenPath""), [""productLine"":""stm"", ""carrierName"":""Aspen""], CONTINUE_ON_FAILURE)",Safari 11,,,2019-09-05 14:01:49,2019-09-05 14:01:49,0.066s,PASSED
i = 0,Safari 11,,,2019-09-05 14:01:49,2019-09-05 14:01:49,0.001s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/openWebSite""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-09-05 14:01:49,2019-09-05 14:01:56,7.620s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/census_stm""), [""zipcode"":""60602""], STOP_ON_FAILURE)",Safari 11,,,2019-09-05 14:01:56,2019-09-05 14:02:27,30.257s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/filter_stm""), [""carrier"":""aspen""], STOP_ON_FAILURE)",Safari 11,,,2019-09-05 14:02:27,2019-09-05 14:02:35,8.717s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/goToDetail_stm""), [""carrier"":""aspen""], STOP_ON_FAILURE)",Safari 11,,,2019-09-05 14:02:35,2019-09-05 14:02:43,7.515s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/apply_stm""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-09-05 14:02:43,2019-09-05 14:02:52,9.510s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/goToEnd_stm_autofill""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-09-05 14:02:52,2019-09-05 14:03:43,50.437s,PASSED
