Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
stm,Safari 11,,,2019-09-05 11:33:09,2019-09-05 11:50:58,17m - 49.718s,INCOMPLETE
,,,,,,,
Test Cases/mobileWeb/stm/Slaico,Safari 11,,,2019-09-05 11:33:09,2019-09-05 11:35:34,2m - 24.935s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenPath""), [""productLine"":""stm"", ""carrierName"":""Salico""], CONTINUE_ON_FAILURE)",Safari 11,,,2019-09-05 11:33:10,2019-09-05 11:33:11,0.710s,PASSED
i = 0,Safari 11,,,2019-09-05 11:33:11,2019-09-05 11:33:11,0.001s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/openWebSite""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-09-05 11:33:11,2019-09-05 11:33:20,8.910s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/census_stm""), [""zipcode"":""60602""], STOP_ON_FAILURE)",Safari 11,,,2019-09-05 11:33:20,2019-09-05 11:33:51,31.413s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/filter_stm""), [""carrier"":""slaico""], STOP_ON_FAILURE)",Safari 11,,,2019-09-05 11:33:51,2019-09-05 11:34:01,9.435s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/goToDetail_stm""), [""carrier"":""slaico""], STOP_ON_FAILURE)",Safari 11,,,2019-09-05 11:34:01,2019-09-05 11:34:27,26.463s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/apply_stm""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-09-05 11:34:27,2019-09-05 11:34:37,9.452s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/goToEnd_stm_autofill""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-09-05 11:34:37,2019-09-05 11:35:34,57.202s,PASSED
,,,,,,,
Test Cases/mobileWeb/stm/AdvantHealth,Safari 11,,,2019-09-05 11:35:34,2019-09-05 11:37:36,2m - 1.745s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenPath""), [""productLine"":""stm"", ""carrierName"":""AdvantHealth""], CONTINUE_ON_FAILURE)",Safari 11,,,2019-09-05 11:35:34,2019-09-05 11:35:34,0.071s,PASSED
i = 0,Safari 11,,,2019-09-05 11:35:34,2019-09-05 11:35:34,0.000s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/openWebSite""), [:], CONTINUE_ON_FAILURE)",Safari 11,,,2019-09-05 11:35:34,2019-09-05 11:35:43,8.359s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/census_stm""), [""zipcode"":""35215""], STOP_ON_FAILURE)",Safari 11,,,2019-09-05 11:35:43,2019-09-05 11:36:13,30.359s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/filter_stm""), [""carrier"":""advanthealth""], STOP_ON_FAILURE)",Safari 11,,,2019-09-05 11:36:13,2019-09-05 11:36:22,8.958s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/goToDetail_stm""), [""carrier"":""advanthealth""], STOP_ON_FAILURE)",Safari 11,,,2019-09-05 11:36:22,2019-09-05 11:36:29,7.032s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/apply_stm""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-09-05 11:36:29,2019-09-05 11:36:38,8.827s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/goToEnd_stm_autofill""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-09-05 11:36:38,2019-09-05 11:37:36,57.904s,PASSED
,,,,,,,
Test Cases/mobileWeb/stm/Companion,Safari 11,,,2019-09-05 11:37:36,2019-09-05 11:39:48,2m - 12.343s,FAILED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenPath""), [""productLine"":""stm"", ""carrierName"":""Companion""], CONTINUE_ON_FAILURE)",Safari 11,,,2019-09-05 11:37:36,2019-09-05 11:37:36,0.068s,PASSED
i = 0,Safari 11,,,2019-09-05 11:37:36,2019-09-05 11:37:36,0.001s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/openWebSite""), [:], CONTINUE_ON_FAILURE)",Safari 11,,,2019-09-05 11:37:36,2019-09-05 11:37:44,7.637s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/census_stm""), [:], CONTINUE_ON_FAILURE)",Safari 11,,,2019-09-05 11:37:44,2019-09-05 11:37:57,13.614s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/filter_stm""), [""carrier"":""pivotcompanion""], STOP_ON_FAILURE)",Safari 11,,,2019-09-05 11:37:57,2019-09-05 11:38:06,8.606s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/goToDetail_stm""), [""carrier"":""pivot-health-choice""], STOP_ON_FAILURE)",Safari 11,,,2019-09-05 11:38:06,2019-09-05 11:38:14,8.334s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/apply_stm""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-09-05 11:38:14,2019-09-05 11:38:24,9.344s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/goToEnd_stm_autofill""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-09-05 11:38:24,2019-09-05 11:39:48,1m - 24.542s,FAILED
,,,,,,,
Test Cases/mobileWeb/stm/Everest,Safari 11,,,2019-09-05 11:39:48,2019-09-05 11:41:34,1m - 45.805s,FAILED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenPath""), [""productLine"":""stm"", ""carrierName"":""Everest""], CONTINUE_ON_FAILURE)",Safari 11,,,2019-09-05 11:39:48,2019-09-05 11:39:49,0.069s,PASSED
i = 0,Safari 11,,,2019-09-05 11:39:49,2019-09-05 11:39:49,0.000s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/openWebSite""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-09-05 11:39:49,2019-09-05 11:39:56,7.963s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/census_stm""), [""zipcode"":""83709""], STOP_ON_FAILURE)",Safari 11,,,2019-09-05 11:39:56,2019-09-05 11:40:11,14.489s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/filter_stm""), [""carrier"":""everest-one""], STOP_ON_FAILURE)",Safari 11,,,2019-09-05 11:40:11,2019-09-05 11:40:20,8.690s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/goToDetail_stm""), [""carrier"":""everest-one""], STOP_ON_FAILURE)",Safari 11,,,2019-09-05 11:40:20,2019-09-05 11:40:28,7.880s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/apply_stm""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-09-05 11:40:28,2019-09-05 11:40:37,9.076s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/goToEnd_stm_autofill""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-09-05 11:40:37,2019-09-05 11:41:34,57.215s,FAILED
,,,,,,,
Test Cases/mobileWeb/stm/Everest Prime,Safari 11,,,2019-09-05 11:41:34,2019-09-05 11:44:13,2m - 38.549s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenPath""), [""productLine"":""stm"", ""carrierName"":""Everest Prime""], CONTINUE_ON_FAILURE)",Safari 11,,,2019-09-05 11:41:34,2019-09-05 11:41:34,0.074s,PASSED
i = 0,Safari 11,,,2019-09-05 11:41:34,2019-09-05 11:41:34,0.000s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/openWebSite""), [:], CONTINUE_ON_FAILURE)",Safari 11,,,2019-09-05 11:41:34,2019-09-05 11:42:24,49.251s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/census_stm""), [:], CONTINUE_ON_FAILURE)",Safari 11,,,2019-09-05 11:42:24,2019-09-05 11:42:54,30.514s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/filter_stm""), [""carrier"":""everest""], STOP_ON_FAILURE)",Safari 11,,,2019-09-05 11:42:54,2019-09-05 11:43:03,8.802s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/goToDetail_stm""), [""carrier"":""everest""], STOP_ON_FAILURE)",Safari 11,,,2019-09-05 11:43:03,2019-09-05 11:43:11,8.217s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/apply_stm""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-09-05 11:43:11,2019-09-05 11:43:20,8.729s,PASSED
