Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"callTestCase(findTestCase(""mobileWeb/_include/goToEnd_stm_autofill""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-09-05 11:43:20,2019-09-05 11:44:13,52.735s,PASSED
,,,,,,,
Test Cases/mobileWeb/stm/LifeShield,Safari 11,,,2019-09-05 11:44:13,2019-09-05 11:46:51,2m - 38.298s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenPath""), [""productLine"":""stm"", ""carrierName"":""LifeShield""], CONTINUE_ON_FAILURE)",Safari 11,,,2019-09-05 11:44:13,2019-09-05 11:44:13,0.065s,PASSED
i = 0,Safari 11,,,2019-09-05 11:44:13,2019-09-05 11:44:13,0.001s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/openWebSite""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-09-05 11:44:13,2019-09-05 11:45:03,49.628s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/census_stm""), [""zipcode"":""60602""], STOP_ON_FAILURE)",Safari 11,,,2019-09-05 11:45:03,2019-09-05 11:45:34,31.123s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/filter_stm""), [""carrier"":""lifeshield""], STOP_ON_FAILURE)",Safari 11,,,2019-09-05 11:45:34,2019-09-05 11:45:42,8.586s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/goToDetail_stm""), [""carrier"":""lifeshield""], STOP_ON_FAILURE)",Safari 11,,,2019-09-05 11:45:42,2019-09-05 11:45:50,7.258s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/apply_stm""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-09-05 11:45:50,2019-09-05 11:45:59,9.315s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/goToEnd_stm_autofill""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-09-05 11:45:59,2019-09-05 11:46:51,52.056s,PASSED
,,,,,,,
Test Cases/mobileWeb/stm/NationalGeneral,Safari 11,,,2019-09-05 11:46:51,2019-09-05 11:49:05,2m - 13.865s,FAILED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenPath""), [""productLine"":""stm"", ""carrierName"":""National General""], CONTINUE_ON_FAILURE)",Safari 11,,,2019-09-05 11:46:51,2019-09-05 11:46:51,0.069s,PASSED
i = 0,Safari 11,,,2019-09-05 11:46:51,2019-09-05 11:46:51,0.000s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/openWebSite""), [:], CONTINUE_ON_FAILURE)",Safari 11,,,2019-09-05 11:46:51,2019-09-05 11:47:00,9.128s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/census_stm""), [:], CONTINUE_ON_FAILURE)",Safari 11,,,2019-09-05 11:47:00,2019-09-05 11:47:32,31.843s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/filter_stm""), [""carrier"":""nationalgeneral""], STOP_ON_FAILURE)",Safari 11,,,2019-09-05 11:47:32,2019-09-05 11:47:41,8.744s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/goToDetail_stm""), [""carrier"":""nationalgeneral""], STOP_ON_FAILURE)",Safari 11,,,2019-09-05 11:47:41,2019-09-05 11:47:50,9.136s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/apply_stm""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-09-05 11:47:50,2019-09-05 11:48:03,12.956s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/goToEnd_stm_autofill""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-09-05 11:48:03,2019-09-05 11:49:05,1m - 1.801s,FAILED
,,,,,,,
Test Cases/mobileWeb/stm/Aspen,Safari 11,,,2019-09-05 11:49:05,2019-09-05 11:50:58,1m - 53.604s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenPath""), [""productLine"":""stm"", ""carrierName"":""Aspen""], CONTINUE_ON_FAILURE)",Safari 11,,,2019-09-05 11:49:05,2019-09-05 11:49:05,0.064s,PASSED
i = 0,Safari 11,,,2019-09-05 11:49:05,2019-09-05 11:49:05,0.001s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/openWebSite""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-09-05 11:49:05,2019-09-05 11:49:13,8.437s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/census_stm""), [""zipcode"":""60602""], STOP_ON_FAILURE)",Safari 11,,,2019-09-05 11:49:13,2019-09-05 11:49:43,29.444s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/filter_stm""), [""carrier"":""aspen""], STOP_ON_FAILURE)",Safari 11,,,2019-09-05 11:49:43,2019-09-05 11:49:52,8.705s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/goToDetail_stm""), [""carrier"":""aspen""], STOP_ON_FAILURE)",Safari 11,,,2019-09-05 11:49:52,2019-09-05 11:49:59,7.048s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/apply_stm""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-09-05 11:49:59,2019-09-05 11:50:07,8.755s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/goToEnd_stm_autofill""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-09-05 11:50:07,2019-09-05 11:50:58,50.937s,PASSED
