Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
stm,Safari 11,,2019-12-17 08:10:18,2019-12-17 08:21:35,11m - 17.322s,FAILED
,,,,,,
Test Cases/AHI/stm/AdvantHealth,Safari 11,,2019-12-17 08:10:18,2019-12-17 08:12:11,1m - 52.752s,FAILED
"callTestCase(findTestCase(""AHI/_include/get_screenPath""), [""productLine"":""stm"", ""carrierName"":""AdvantHealth""], CONTINUE_ON_FAILURE)",Safari 11,,2019-12-17 08:10:19,2019-12-17 08:10:19,0.707s,PASSED
i = 0,Safari 11,,2019-12-17 08:10:19,2019-12-17 08:10:19,0.001s,PASSED
"callTestCase(findTestCase(""AHI/_include/openWebSite""), [:], CONTINUE_ON_FAILURE)",Safari 11,,2019-12-17 08:10:19,2019-12-17 08:10:27,7.760s,PASSED
"callTestCase(findTestCase(""AHI/_include/census_stm""), [""zipcode"":""35215""], STOP_ON_FAILURE)",Safari 11,,2019-12-17 08:10:27,2019-12-17 08:10:46,18.441s,PASSED
"callTestCase(findTestCase(""AHI/_include/filter_stm""), [""carrier"":""advanthealth""], STOP_ON_FAILURE)",Safari 11,,2019-12-17 08:10:46,2019-12-17 08:10:53,7.031s,PASSED
"callTestCase(findTestCase(""AHI/_include/goToDetail_stm""), [""carrier"":""advanthealth""], STOP_ON_FAILURE)",Safari 11,,2019-12-17 08:10:53,2019-12-17 08:11:00,7.100s,PASSED
"callTestCase(findTestCase(""AHI/_include/apply_stm""), [:], STOP_ON_FAILURE)",Safari 11,,2019-12-17 08:11:00,2019-12-17 08:11:07,6.848s,PASSED
"callTestCase(findTestCase(""AHI/_include/goToEnd_stm_autofill""), [:], STOP_ON_FAILURE)",Safari 11,,2019-12-17 08:11:07,2019-12-17 08:12:11,1m - 4.349s,FAILED
,,,,,,
Test Cases/AHI/stm/Aspen,Safari 11,,2019-12-17 08:12:11,2019-12-17 08:13:50,1m - 38.678s,FAILED
"callTestCase(findTestCase(""AHI/_include/get_screenPath""), [""productLine"":""stm"", ""carrierName"":""Aspen""], CONTINUE_ON_FAILURE)",Safari 11,,2019-12-17 08:12:11,2019-12-17 08:12:11,0.071s,PASSED
i = 0,Safari 11,,2019-12-17 08:12:11,2019-12-17 08:12:11,0.001s,PASSED
"callTestCase(findTestCase(""AHI/_include/openWebSite""), [:], STOP_ON_FAILURE)",Safari 11,,2019-12-17 08:12:11,2019-12-17 08:12:19,7.902s,PASSED
"callTestCase(findTestCase(""AHI/_include/census_stm""), [""zipcode"":""60602""], STOP_ON_FAILURE)",Safari 11,,2019-12-17 08:12:19,2019-12-17 08:12:35,15.589s,PASSED
"callTestCase(findTestCase(""AHI/_include/filter_stm""), [""carrier"":""aspen""], STOP_ON_FAILURE)",Safari 11,,2019-12-17 08:12:35,2019-12-17 08:12:41,6.806s,PASSED
"callTestCase(findTestCase(""AHI/_include/goToDetail_stm""), [""carrier"":""aspen""], STOP_ON_FAILURE)",Safari 11,,2019-12-17 08:12:41,2019-12-17 08:12:45,4.013s,PASSED
"callTestCase(findTestCase(""AHI/_include/apply_stm""), [:], STOP_ON_FAILURE)",Safari 11,,2019-12-17 08:12:45,2019-12-17 08:12:52,6.621s,PASSED
"callTestCase(findTestCase(""AHI/_include/goToEnd_stm_autofill""), [:], STOP_ON_FAILURE)",Safari 11,,2019-12-17 08:12:52,2019-12-17 08:13:50,57.528s,FAILED
,,,,,,
Test Cases/AHI/stm/Companion,Safari 11,,2019-12-17 08:13:50,2019-12-17 08:15:35,1m - 45.098s,FAILED
"callTestCase(findTestCase(""AHI/_include/get_screenPath""), [""productLine"":""stm"", ""carrierName"":""Companion""], CONTINUE_ON_FAILURE)",Safari 11,,2019-12-17 08:13:50,2019-12-17 08:13:50,0.066s,PASSED
i = 0,Safari 11,,2019-12-17 08:13:50,2019-12-17 08:13:50,0.001s,PASSED
"callTestCase(findTestCase(""AHI/_include/openWebSite""), [:], CONTINUE_ON_FAILURE)",Safari 11,,2019-12-17 08:13:50,2019-12-17 08:13:58,7.946s,PASSED
"callTestCase(findTestCase(""AHI/_include/census_stm""), [:], CONTINUE_ON_FAILURE)",Safari 11,,2019-12-17 08:13:58,2019-12-17 08:14:14,16.222s,PASSED
"callTestCase(findTestCase(""AHI/_include/filter_stm""), [""carrier"":""pivotcompanion""], STOP_ON_FAILURE)",Safari 11,,2019-12-17 08:14:14,2019-12-17 08:14:23,8.857s,PASSED
"callTestCase(findTestCase(""AHI/_include/goToDetail_stm""), [""carrier"":""pivot-health-choice""], STOP_ON_FAILURE)",Safari 11,,2019-12-17 08:14:23,2019-12-17 08:14:28,5.413s,PASSED
"callTestCase(findTestCase(""AHI/_include/apply_stm""), [:], STOP_ON_FAILURE)",Safari 11,,2019-12-17 08:14:28,2019-12-17 08:14:37,8.323s,PASSED
"callTestCase(findTestCase(""AHI/_include/goToEnd_stm_autofill""), [:], STOP_ON_FAILURE)",Safari 11,,2019-12-17 08:14:37,2019-12-17 08:15:35,58.104s,FAILED
,,,,,,
Test Cases/AHI/stm/Everest Prime,Safari 11,,2019-12-17 08:15:35,2019-12-17 08:17:19,1m - 43.969s,FAILED
"callTestCase(findTestCase(""AHI/_include/get_screenPath""), [""productLine"":""stm"", ""carrierName"":""Everest Prime""], CONTINUE_ON_FAILURE)",Safari 11,,2019-12-17 08:15:35,2019-12-17 08:15:35,0.064s,PASSED
i = 0,Safari 11,,2019-12-17 08:15:35,2019-12-17 08:15:35,0.001s,PASSED
"callTestCase(findTestCase(""AHI/_include/openWebSite""), [:], CONTINUE_ON_FAILURE)",Safari 11,,2019-12-17 08:15:35,2019-12-17 08:15:42,7.258s,PASSED
