Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Test Cases/AHI/stm/Everest,Safari 11,,,2019-12-06 13:43:41,2019-12-06 13:45:28,1m - 47.134s,PASSED
"callTestCase(findTestCase(""AHI/_include/get_screenPath""), [""productLine"":""stm"", ""carrierName"":""Everest""], CONTINUE_ON_FAILURE)",Safari 11,,,2019-12-06 13:43:41,2019-12-06 13:43:41,0.071s,PASSED
i = 0,Safari 11,,,2019-12-06 13:43:41,2019-12-06 13:43:41,0.001s,PASSED
"callTestCase(findTestCase(""AHI/_include/openWebSite""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-12-06 13:43:41,2019-12-06 13:43:48,7.149s,PASSED
"callTestCase(findTestCase(""AHI/_include/census_stm""), [""zipcode"":""83709""], STOP_ON_FAILURE)",Safari 11,,,2019-12-06 13:43:48,2019-12-06 13:44:09,20.480s,PASSED
"callTestCase(findTestCase(""AHI/_include/filter_stm""), [""carrier"":""everest-one""], STOP_ON_FAILURE)",Safari 11,,,2019-12-06 13:44:09,2019-12-06 13:44:15,6.767s,PASSED
"callTestCase(findTestCase(""AHI/_include/goToDetail_stm""), [""carrier"":""everest-one""], STOP_ON_FAILURE)",Safari 11,,,2019-12-06 13:44:15,2019-12-06 13:44:23,7.319s,PASSED
"callTestCase(findTestCase(""AHI/_include/apply_stm""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-12-06 13:44:23,2019-12-06 13:44:32,9.650s,PASSED
"callTestCase(findTestCase(""AHI/_include/goToEnd_stm_autofill""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-12-06 13:44:32,2019-12-06 13:45:28,55.435s,PASSED
,,,,,,,
Test Cases/AHI/stm/Everest Prime,Safari 11,,,2019-12-06 13:45:28,2019-12-06 13:47:18,1m - 50.334s,FAILED
"callTestCase(findTestCase(""AHI/_include/get_screenPath""), [""productLine"":""stm"", ""carrierName"":""Everest Prime""], CONTINUE_ON_FAILURE)",Safari 11,,,2019-12-06 13:45:28,2019-12-06 13:45:28,0.069s,PASSED
i = 0,Safari 11,,,2019-12-06 13:45:28,2019-12-06 13:45:28,0.001s,PASSED
"callTestCase(findTestCase(""AHI/_include/openWebSite""), [:], CONTINUE_ON_FAILURE)",Safari 11,,,2019-12-06 13:45:28,2019-12-06 13:45:35,7.003s,PASSED
"callTestCase(findTestCase(""AHI/_include/census_stm""), [:], CONTINUE_ON_FAILURE)",Safari 11,,,2019-12-06 13:45:35,2019-12-06 13:45:52,17.252s,PASSED
"callTestCase(findTestCase(""AHI/_include/filter_stm""), [""carrier"":""everest""], STOP_ON_FAILURE)",Safari 11,,,2019-12-06 13:45:52,2019-12-06 13:45:59,6.928s,PASSED
"callTestCase(findTestCase(""AHI/_include/goToDetail_stm""), [""carrier"":""everest""], STOP_ON_FAILURE)",Safari 11,,,2019-12-06 13:45:59,2019-12-06 13:46:07,7.617s,PASSED
"callTestCase(findTestCase(""AHI/_include/apply_stm""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-12-06 13:46:07,2019-12-06 13:46:19,12.590s,PASSED
"callTestCase(findTestCase(""AHI/_include/goToEnd_stm_autofill""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-12-06 13:46:19,2019-12-06 13:47:18,58.489s,FAILED
,,,,,,,
Test Cases/AHI/stm/LifeShield,Safari 11,,,2019-12-06 13:47:18,2019-12-06 13:49:20,2m - 2.310s,PASSED
"callTestCase(findTestCase(""AHI/_include/get_screenPath""), [""productLine"":""stm"", ""carrierName"":""LifeShield""], CONTINUE_ON_FAILURE)",Safari 11,,,2019-12-06 13:47:18,2019-12-06 13:47:19,0.102s,PASSED
i = 0,Safari 11,,,2019-12-06 13:47:19,2019-12-06 13:47:19,0.001s,PASSED
"callTestCase(findTestCase(""AHI/_include/openWebSite""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-12-06 13:47:19,2019-12-06 13:47:27,8.138s,PASSED
"callTestCase(findTestCase(""AHI/_include/census_stm""), [""zipcode"":""19120""], STOP_ON_FAILURE)",Safari 11,,,2019-12-06 13:47:27,2019-12-06 13:47:44,17.624s,PASSED
"callTestCase(findTestCase(""AHI/_include/filter_stm""), [""carrier"":""lifeshield""], STOP_ON_FAILURE)",Safari 11,,,2019-12-06 13:47:44,2019-12-06 13:47:51,7.151s,PASSED
"callTestCase(findTestCase(""AHI/_include/goToDetail_stm""), [""carrier"":""lifeshield""], STOP_ON_FAILURE)",Safari 11,,,2019-12-06 13:47:51,2019-12-06 13:47:58,6.201s,PASSED
"callTestCase(findTestCase(""AHI/_include/apply_stm""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-12-06 13:47:58,2019-12-06 13:48:07,9.670s,PASSED
"callTestCase(findTestCase(""AHI/_include/goToEnd_stm_autofill""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-12-06 13:48:07,2019-12-06 13:49:20,1m - 13.093s,PASSED
,,,,,,,
Test Cases/AHI/stm/NationalGeneral,Safari 11,,,2019-12-06 13:49:20,2019-12-06 13:51:12,1m - 51.591s,PASSED
"callTestCase(findTestCase(""AHI/_include/get_screenPath""), [""productLine"":""stm"", ""carrierName"":""National General""], CONTINUE_ON_FAILURE)",Safari 11,,,2019-12-06 13:49:21,2019-12-06 13:49:21,0.083s,PASSED
i = 0,Safari 11,,,2019-12-06 13:49:21,2019-12-06 13:49:21,0.001s,PASSED
"callTestCase(findTestCase(""AHI/_include/openWebSite""), [:], CONTINUE_ON_FAILURE)",Safari 11,,,2019-12-06 13:49:21,2019-12-06 13:49:28,7.422s,PASSED
"callTestCase(findTestCase(""AHI/_include/census_stm""), [:], CONTINUE_ON_FAILURE)",Safari 11,,,2019-12-06 13:49:28,2019-12-06 13:49:46,18.094s,PASSED
"callTestCase(findTestCase(""AHI/_include/filter_stm""), [""carrier"":""nationalgeneral""], STOP_ON_FAILURE)",Safari 11,,,2019-12-06 13:49:46,2019-12-06 13:49:53,7.135s,PASSED
"callTestCase(findTestCase(""AHI/_include/goToDetail_stm""), [""carrier"":""nationalgeneral""], STOP_ON_FAILURE)",Safari 11,,,2019-12-06 13:49:54,2019-12-06 13:50:00,6.361s,PASSED
"callTestCase(findTestCase(""AHI/_include/apply_stm""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-12-06 13:50:00,2019-12-06 13:50:09,8.753s,PASSED
"callTestCase(findTestCase(""AHI/_include/goToEnd_stm_autofill""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-12-06 13:50:09,2019-12-06 13:51:12,1m - 3.395s,PASSED
,,,,,,,
Test Cases/AHI/stm/Aspen,Safari 11,,,2019-12-06 13:51:12,2019-12-06 13:53:18,2m - 5.526s,PASSED
"callTestCase(findTestCase(""AHI/_include/get_screenPath""), [""productLine"":""stm"", ""carrierName"":""Aspen""], CONTINUE_ON_FAILURE)",Safari 11,,,2019-12-06 13:51:12,2019-12-06 13:51:12,0.070s,PASSED
i = 0,Safari 11,,,2019-12-06 13:51:12,2019-12-06 13:51:12,0.002s,PASSED
"callTestCase(findTestCase(""AHI/_include/openWebSite""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-12-06 13:51:12,2019-12-06 13:51:20,7.484s,PASSED
"callTestCase(findTestCase(""AHI/_include/census_stm""), [""zipcode"":""60602""], STOP_ON_FAILURE)",Safari 11,,,2019-12-06 13:51:20,2019-12-06 13:51:53,33.096s,PASSED
"callTestCase(findTestCase(""AHI/_include/filter_stm""), [""carrier"":""aspen""], STOP_ON_FAILURE)",Safari 11,,,2019-12-06 13:51:53,2019-12-06 13:52:00,7.171s,PASSED
"callTestCase(findTestCase(""AHI/_include/goToDetail_stm""), [""carrier"":""aspen""], STOP_ON_FAILURE)",Safari 11,,,2019-12-06 13:52:00,2019-12-06 13:52:15,14.874s,PASSED
"callTestCase(findTestCase(""AHI/_include/apply_stm""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-12-06 13:52:15,2019-12-06 13:52:23,8.203s,PASSED
"callTestCase(findTestCase(""AHI/_include/goToEnd_stm_autofill""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-12-06 13:52:23,2019-12-06 13:53:18,54.278s,PASSED
