Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
mobileSanity,Safari 12,,2019-01-16 18:48:01,2019-01-16 18:50:05,2m - 4.213s,FAILED
,,,,,,
Test Cases/mobileWeb/stm/LifeShield,Safari 12,,2019-01-16 18:48:01,2019-01-16 18:50:01,1m - 59.554s,FAILED
"openBrowser("""")",Safari 12,,2019-01-16 18:48:03,2019-01-16 18:49:06,1m - 2.664s,PASSED
"navigateToUrl(""https://praetemptatus.agilehealthinsurance.com/"")",Safari 12,,2019-01-16 18:49:06,2019-01-16 18:49:09,3.688s,PASSED
"click(findTestObject(""mobileSanity/STM/Home Page/a_Quote  Save Today""))",Safari 12,,2019-01-16 18:49:09,2019-01-16 18:49:23,13.352s,PASSED
"setText(findTestObject(""mobileSanity/STM/STM Census Page/input_Location_zip-input""), ""60602"")",Safari 12,,2019-01-16 18:49:23,2019-01-16 18:49:29,6.534s,PASSED
"setText(findTestObject(""mobileSanity/STM/STM Census Page/input_Date of Birth_dob-0""), ""03/03/1987"")",Safari 12,,2019-01-16 18:49:29,2019-01-16 18:49:36,6.296s,PASSED
"click(findTestObject(""mobileSanity/STM/STM Census Page/label_Male""))",Safari 12,,2019-01-16 18:49:36,2019-01-16 18:49:38,2.032s,PASSED
"click(findTestObject(""mobileSanity/STM/STM Census Page/label_Compare Plans""))",Safari 12,,2019-01-16 18:49:38,2019-01-16 18:49:40,2.054s,PASSED
Thread.sleep(4000),Safari 12,,2019-01-16 18:49:40,2019-01-16 18:49:44,4.023s,PASSED
"scrollToElement(findTestObject(""mobileSanity/STM/STM Quote Page/a_Standard Life Select STM Pla""), 1000)",Safari 12,,2019-01-16 18:49:44,2019-01-16 18:49:48,4.420s,PASSED
"click(findTestObject(""Object Repository/Page_Short Term Health Insurance Qu/a_LifeShield Flex 5K208K750K""))",Safari 12,,2019-01-16 18:49:48,2019-01-16 18:49:50,2.310s,PASSED
Thread.sleep(2000),Safari 12,,2019-01-16 18:49:50,2019-01-16 18:49:52,2.006s,PASSED
"waitForElementVisible(findTestObject(""mobileSanity/STM/STM Apply Page/a_Apply for This Plan""), 0)",Safari 12,,2019-01-16 18:49:52,2019-01-16 18:49:53,0.754s,PASSED
"click(findTestObject(""mobileSanity/STM/STM Apply Page/a_Apply for This Plan""))",Safari 12,,2019-01-16 18:49:53,2019-01-16 18:49:54,1.327s,PASSED
"click(findTestObject(""Object Repository/Page_LifeShield Flex 50002080007500/span_ Add""))",Safari 12,,2019-01-16 18:49:54,2019-01-16 18:49:59,4.034s,FAILED
