Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
HP,,,2019-12-26 08:00:40,2019-12-26 08:00:46,6.002s,ERROR
,,,,,,
Test Cases/HP/ACA/ACA,,,2019-12-26 08:00:41,2019-12-26 08:00:44,3.006s,ERROR
now = new java.util.Date(),,,2019-12-26 08:00:44,2019-12-26 08:00:44,0.007s,PASSED
"mydate = now.format(""yyyyMMdd_HHmmss"")",,,2019-12-26 08:00:44,2019-12-26 08:00:44,0.003s,PASSED
i = 0,,,2019-12-26 08:00:44,2019-12-26 08:00:44,0.014s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenPath""), [""productLine"":""HP"", ""carrierName"":""ACA""], CONTINUE_ON_FAILURE)",,,2019-12-26 08:00:44,2019-12-26 08:00:44,0.104s,ERROR
,,,,,,
Test Cases/HP/Home/Home,,,2019-12-26 08:00:44,2019-12-26 08:00:45,1.049s,ERROR
now = new java.util.Date(),,,2019-12-26 08:00:45,2019-12-26 08:00:45,0.001s,PASSED
"mydate = now.format(""yyyyMMdd_HHmmss"")",,,2019-12-26 08:00:45,2019-12-26 08:00:45,0.001s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenPath""), [""productLine"":""HP"", ""carrierName"":""home""], CONTINUE_ON_FAILURE)",,,2019-12-26 08:00:45,2019-12-26 08:00:45,0.006s,ERROR
,,,,,,
Test Cases/HP/Medicare/Medicare,,,2019-12-26 08:00:45,2019-12-26 08:00:46,0.825s,ERROR
now = new java.util.Date(),,,2019-12-26 08:00:46,2019-12-26 08:00:46,0.001s,PASSED
"mydate = now.format(""yyyyMMdd_HHmmss"")",,,2019-12-26 08:00:46,2019-12-26 08:00:46,0.000s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenPath""), [""productLine"":""HP"", ""carrierName"":""Medicare""], CONTINUE_ON_FAILURE)",,,2019-12-26 08:00:46,2019-12-26 08:00:46,0.039s,ERROR
,,,,,,
Test Cases/HP/Short Term/STM,,,2019-12-26 08:00:46,2019-12-26 08:00:46,0.424s,ERROR
now = new java.util.Date(),,,2019-12-26 08:00:46,2019-12-26 08:00:46,0.001s,PASSED
"mydate = now.format(""yyyyMMdd_HHmmss"")",,,2019-12-26 08:00:46,2019-12-26 08:00:46,0.001s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenPath""), [""productLine"":""HP"", ""carrierName"":""STM""], CONTINUE_ON_FAILURE)",,,2019-12-26 08:00:46,2019-12-26 08:00:46,0.002s,ERROR
