Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
stm,Safari 11,,2019-12-12 08:10:12,2019-12-12 08:22:44,12m - 31.816s,FAILED
,,,,,,
Test Cases/AHI/stm/AdvantHealth,Safari 11,,2019-12-12 08:10:13,2019-12-12 08:12:19,2m - 6.261s,PASSED
"callTestCase(findTestCase(""AHI/_include/get_screenPath""), [""productLine"":""stm"", ""carrierName"":""AdvantHealth""], CONTINUE_ON_FAILURE)",Safari 11,,2019-12-12 08:10:14,2019-12-12 08:10:15,0.911s,PASSED
i = 0,Safari 11,,2019-12-12 08:10:15,2019-12-12 08:10:15,0.001s,PASSED
"callTestCase(findTestCase(""AHI/_include/openWebSite""), [:], CONTINUE_ON_FAILURE)",Safari 11,,2019-12-12 08:10:15,2019-12-12 08:10:23,7.822s,PASSED
"callTestCase(findTestCase(""AHI/_include/census_stm""), [""zipcode"":""35215""], STOP_ON_FAILURE)",Safari 11,,2019-12-12 08:10:23,2019-12-12 08:10:41,18.334s,PASSED
"callTestCase(findTestCase(""AHI/_include/filter_stm""), [""carrier"":""advanthealth""], STOP_ON_FAILURE)",Safari 11,,2019-12-12 08:10:41,2019-12-12 08:10:48,6.966s,PASSED
"callTestCase(findTestCase(""AHI/_include/goToDetail_stm""), [""carrier"":""advanthealth""], STOP_ON_FAILURE)",Safari 11,,2019-12-12 08:10:48,2019-12-12 08:10:52,4.128s,PASSED
"callTestCase(findTestCase(""AHI/_include/apply_stm""), [:], STOP_ON_FAILURE)",Safari 11,,2019-12-12 08:10:52,2019-12-12 08:10:59,7.393s,PASSED
"callTestCase(findTestCase(""AHI/_include/goToEnd_stm_autofill""), [:], STOP_ON_FAILURE)",Safari 11,,2019-12-12 08:10:59,2019-12-12 08:12:19,1m - 19.786s,PASSED
,,,,,,
Test Cases/AHI/stm/Aspen,Safari 11,,2019-12-12 08:12:19,2019-12-12 08:13:50,1m - 31.024s,PASSED
"callTestCase(findTestCase(""AHI/_include/get_screenPath""), [""productLine"":""stm"", ""carrierName"":""Aspen""], CONTINUE_ON_FAILURE)",Safari 11,,2019-12-12 08:12:19,2019-12-12 08:12:19,0.083s,PASSED
i = 0,Safari 11,,2019-12-12 08:12:19,2019-12-12 08:12:19,0.001s,PASSED
"callTestCase(findTestCase(""AHI/_include/openWebSite""), [:], STOP_ON_FAILURE)",Safari 11,,2019-12-12 08:12:19,2019-12-12 08:12:26,6.341s,PASSED
